run,samples,coverage_seconds,measurement_seconds,coverage_percent,gpu_util_avg_pct,gpu_util_peak_pct,gpu_memory_util_avg_pct,gpu_memory_util_peak_pct,vram_used_avg_mib,vram_used_peak_mib,power_draw_avg_w,power_draw_peak_w,temperature_avg_c,temperature_peak_c
01-previous-main-manual-race-b1,198,100.031,120,83.35916666666667,29.984848484848484,51.0,3.6717171717171717,12.0,882.0151515151515,885.0,22.26969696969697,24.52,47.45454545454545,49.0
02-candidate-manual-race-cold,198,99.82,120,83.18333333333334,33.27272727272727,51.0,6.095959595959596,14.0,882.0151515151515,885.0,22.151464646464646,26.14,49.44949494949495,50.0
03-candidate-manual-race-warm,198,99.9,120,83.25,30.954545454545453,53.0,4.040404040404041,13.0,882.0151515151515,885.0,22.80878787878788,24.19,50.45959595959596,51.0
