"Build","Renderer","ID","Outcome","Iterations","Samples","Average_us","Median_us","Minimum_us","Maximum_us","Total_us","Timing_use"
"candidate","opengl","surface.vulkan_memory_pressure.stress.growth","PASS","4","4","52597","49365","46369","65289","210388","Context only: live-marker waiver; no PR-grade performance claim"
"candidate","opengl","surface.vulkan_memory_pressure.stress.plateau","PASS","4","4","50818","50854","48103","53462","203273","Context only: live-marker waiver; no PR-grade performance claim"
"candidate","opengl","surface.vulkan_memory_pressure.stress.alias_resize","PASS","4","4","56881","54225.5","51114","67961","227526","Context only: live-marker waiver; no PR-grade performance claim"
"candidate","opengl","surface.vulkan_memory_pressure.stress.reuse","PASS","4","4","57246","53672","51546","70097","228987","Context only: live-marker waiver; no PR-grade performance claim"
"candidate","opengl","surface.vulkan_memory_pressure.stress.idle_retention","PASS","4","4","856","843.5","761","976","3424","Context only: live-marker waiver; no PR-grade performance claim"
"candidate","opengl","tiny_draw.arrays.fixed_function","PASS","10","10","22666","22729.5","22105","23090","226666","Context only: live-marker waiver; no PR-grade performance claim"
"candidate","opengl","tiny_draw.arrays.vertex_shader","PASS","10","10","22959","22973.5","22530","23790","229592","Context only: live-marker waiver; no PR-grade performance claim"
"candidate","opengl","tiny_draw.inline_arrays.fixed_function","PASS","10","10","77116","76830","75444","79893","771164","Context only: live-marker waiver; no PR-grade performance claim"
"candidate","opengl","tiny_draw.inline_arrays.vertex_shader","PASS","10","10","76227","76197.5","74057","77910","762277","Context only: live-marker waiver; no PR-grade performance claim"
"candidate","opengl","tiny_draw.inline_buffers.fixed_function","PASS","10","10","76239","75960.5","72165","81874","762396","Context only: live-marker waiver; no PR-grade performance claim"
"candidate","opengl","tiny_draw.inline_buffers.vertex_shader","PASS","10","10","71248","71106.5","68848","74995","712486","Context only: live-marker waiver; no PR-grade performance claim"
"candidate","opengl","tiny_draw.inline_elements.fixed_function","PASS","10","10","22698","22745","22259","23120","226980","Context only: live-marker waiver; no PR-grade performance claim"
"candidate","opengl","tiny_draw.inline_elements.vertex_shader","PASS","10","10","22817","22761","22545","23205","228173","Context only: live-marker waiver; no PR-grade performance claim"
