"Build","Renderer","ID","Outcome","Iterations","Samples","Average_us","Median_us","Minimum_us","Maximum_us","Total_us","Timing_use"
"previous-main","opengl","tiny_draw.inline_buffers.vertex_shader","PASS","10","10","70791","71074","67647","75301","707912","Context only: live-marker waiver; no PR-grade performance claim"
"previous-main","opengl","tiny_draw.inline_elements.fixed_function","PASS","10","10","22368","22410.5","21444","23129","223686","Context only: live-marker waiver; no PR-grade performance claim"
"previous-main","opengl","tiny_draw.inline_elements.vertex_shader","PASS","10","10","22684","22671","22161","23198","226847","Context only: live-marker waiver; no PR-grade performance claim"
"previous-main","opengl","uniform_thrash.uniform_thrash","PASS","10","10","1761","1727.5","1151","2192","17615","Context only: live-marker waiver; no PR-grade performance claim"
"previous-main","opengl","vertex_buffer_allocation.mixed.arrays","PASS","10","10","23338","22903","22695","26575","233384","Context only: live-marker waiver; no PR-grade performance claim"
"previous-main","opengl","vertex_buffer_allocation.mixed.inline_arrays","PASS","10","10","130245","130226.5","128243","132766","1302456","Context only: live-marker waiver; no PR-grade performance claim"
"previous-main","opengl","vertex_buffer_allocation.mixed.inline_buffers","PASS","10","10","573484","573255","565586","578214","5734845","Context only: live-marker waiver; no PR-grade performance claim"
"previous-main","opengl","vertex_buffer_allocation.mixed.inline_elements","PASS","10","10","31536","31447","30985","32580","315365","Context only: live-marker waiver; no PR-grade performance claim"
"previous-main","opengl","vertex_buffer_allocation.tiny.arrays","PASS","10","10","29730","29374","29009","30906","297309","Context only: live-marker waiver; no PR-grade performance claim"
"previous-main","opengl","vertex_buffer_allocation.tiny.inline_arrays","PASS","10","10","79582","80622.5","74315","84365","795827","Context only: live-marker waiver; no PR-grade performance claim"
"previous-main","opengl","vertex_buffer_allocation.tiny.inline_buffers","PASS","10","10","100491","101359.5","94289","104949","1004917","Context only: live-marker waiver; no PR-grade performance claim"
"previous-main","opengl","vertex_buffer_allocation.tiny.inline_elements","PASS","10","10","29753","29437","28711","31421","297539","Context only: live-marker waiver; no PR-grade performance claim"
"previous-main","opengl","vertex_buffer_allocation.rising_transient_growth","PASS","1","1","608796","608796","608796","608796","608796","Context only: live-marker waiver; no PR-grade performance claim"
"previous-main","opengl","vertex_buffer_allocation.disjoint_same_page","PASS","10","10","24494","24520.5","24038","24944","244943","Context only: live-marker waiver; no PR-grade performance claim"
