cell,status,guest_frames,guest_flips,presentmon_frames,average_fps,frame_average_ms,p95_ms,p99_ms,max_ms,stalls_ge_75ms,focus_loss,not_responding,cache_before_bytes,cache_before_sha256,cache_after_bytes,cache_after_sha256,cache_hits,cache_misses,cache_rejections,cache_fallbacks,cache_records,cache_loaded_bytes,cache_queued_bytes,cache_write,baseline_improvement_frame_average_pct,baseline_improvement_p95_pct,baseline_improvement_p99_pct,normal_shutdown,seed_unchanged,private_hdd_deleted,visual_oracle
cold,complete,1747,1609,3595,29.122024358971576,34.32653176874643,41.06,45.732,58.383,0,0,0,,,3042552,f20c6dcb605b566e9a82c443b32b2ba606c66598e2757596b0c8d21e4b2abf28,20,121,0,0,121,0,3038601,published,0.4561824515243841,-0.36665851869959837,-1.2083388660204475,True,True,True,"PASS: active PGR2 race, correct HUD/car/track; snapshot time differs as expected"
warm,complete,1745,1604,3596,29.102039515924947,34.38000458452728,41.141,46.424,55.858,0,0,0,3042552,f20c6dcb605b566e9a82c443b32b2ba606c66598e2757596b0c8d21e4b2abf28,3042552,f20c6dcb605b566e9a82c443b32b2ba606c66598e2757596b0c8d21e4b2abf28,140,0,0,0,121,3042552,0,clean,0.30111615313595863,-0.5646541187973642,-2.7397866595848264,True,True,True,"PASS: active PGR2 race, correct HUD/car/track; snapshot time differs as expected"
corrupt-recovery,complete,1738,1598,3596,28.958488043632865,34.526884349827405,41.232,47.021,78.188,1,0,0,16,ee70c14e73ce7df92be67a1b52914072ba0ce6192f923cd78a62809b48b13bd6,3042552,a69b2444891eb9895fe18172d10670a5794c807dd4f959e4129c44f54f422197,20,121,1,0,121,0,3038601,published,-0.12482179646811094,-0.7870936201417813,-4.060992342761034,True,True,True,"PASS: active PGR2 race, correct HUD/car/track; snapshot time differs as expected"
