target_pid,target_tid,last_switch_out_s,ready_s,switch_in_s,next_switch_out_s,waits_us,ready_us,cpu_usage_ms,count,cpu,readying_scope,readying_tid
6568,5992,25.968616900,25.968830400,25.968833800,25.969070500,213.500,3.400,0.236700,1,9,same_process,12564
6568,5992,25.969070500,25.969285400,25.969288800,25.969535700,214.900,3.400,0.246900,1,9,same_process,12564
6568,5992,25.969535700,25.969670200,25.969673500,25.969886600,134.500,3.300,0.213100,1,9,same_process,12564
6568,5992,25.969886600,25.970169000,25.970172600,25.970436300,282.400,3.600,0.263700,1,9,same_process,12564
6568,5992,25.970436300,25.970608100,25.970611700,25.970800600,171.800,3.600,0.188900,1,9,same_process,12564
6568,5992,25.970800600,25.970886200,25.970889700,25.971051900,85.600,3.500,0.162200,1,9,same_process,12564
6568,5992,25.971051900,25.971306700,25.971310800,25.971516900,254.800,4.100,0.206100,1,9,same_process,12564
6568,5992,25.971516900,25.971728400,25.971732200,25.971952400,211.500,3.800,0.220200,1,9,same_process,12564
6568,5992,25.971952400,25.972103500,25.972107200,25.972304600,151.100,3.700,0.197400,1,9,same_process,12564
6568,5992,25.972304600,25.972514500,25.972518000,25.972721900,209.900,3.500,0.203900,1,9,same_process,12564
6568,5992,25.972721900,25.972907900,25.972911600,25.973131600,186.000,3.700,0.220000,1,9,same_process,12564
6568,5992,25.973131600,25.973589100,25.973593500,25.973951900,457.500,4.400,0.358400,1,14,same_process,12564
6568,5992,25.973951900,25.974156000,25.974159600,25.974471600,204.100,3.600,0.312000,1,9,same_process,12564
6568,5992,25.974471600,25.974763500,25.974767100,25.975099600,291.900,3.600,0.332500,1,9,same_process,12564
6568,5992,25.975099600,25.975766300,25.975770300,25.975837100,666.700,4.000,0.066800,1,9,same_process,12564
6568,5992,25.975837100,25.975859400,25.975863100,25.975872600,22.300,3.700,0.009500,1,9,same_process,12564
6568,5992,25.975872600,25.975874500,25.975877300,25.975885500,1.900,2.800,0.008200,1,9,same_process,12564
6568,5992,25.975885500,25.975958100,25.975961400,25.975995700,72.600,3.300,0.034300,1,9,same_process,12564
6568,5992,25.975995700,25.976152000,25.976155700,25.976257300,156.300,3.700,0.101600,1,9,same_process,12564
6568,5992,25.976257300,25.976556800,25.976560300,25.976782300,299.500,3.500,0.222000,1,9,same_process,12564
6568,5992,25.976782300,25.987429700,25.987434100,25.987876700,"10,647.400",4.400,0.442600,1,9,same_process,12560
6568,5992,25.987876700,25.988313100,25.988316900,25.988864300,436.400,3.800,0.547400,1,9,same_process,12560
6568,5992,25.988864300,25.989875300,25.989878800,25.990149800,"1,011.000",3.500,0.271000,1,9,same_process,12560
6568,5992,25.990149800,25.990150300,25.990153800,25.990167800,0.500,3.500,0.014000,1,9,same_process,12564
6568,5992,25.990167800,25.990450600,25.990455200,25.990979800,282.800,4.600,0.524600,1,2,same_process,12564
6568,5992,25.990979800,25.992442700,25.992446300,25.992459800,"1,462.900",3.600,0.013500,1,9,same_process,12560
6568,5992,25.992459800,25.992652800,25.992656600,25.992761800,193.000,3.800,0.105200,1,9,same_process,12564
6568,5992,25.992761800,25.992779600,25.992782900,25.992957800,17.800,3.300,0.174900,1,9,same_process,12564
6568,5992,25.992957800,25.993441800,25.993445900,25.993463900,484.000,4.100,0.018000,1,9,same_process,12560
6568,5992,25.993463900,25.994094100,25.994099100,25.994202500,630.200,5.000,0.103400,1,9,same_process,4612
6568,5992,25.994202500,25.994582300,25.994586000,25.994773600,379.800,3.700,0.187600,1,9,same_process,12560
6568,5992,25.994773600,26.005901600,26.005906200,26.005919800,"11,128.000",4.600,0.013600,1,9,same_process,12564
6568,5992,26.005919800,26.006455700,26.006459500,26.006554000,535.900,3.800,0.094500,1,9,same_process,12564
6568,5992,26.006554000,26.006698300,26.006701900,26.007008500,144.300,3.600,0.306600,1,9,same_process,12564
6568,5992,26.007008500,26.007110000,26.007113600,26.007382300,101.500,3.600,0.268700,1,9,same_process,12564
6568,5992,26.007382300,26.007509600,26.007513300,26.007788600,127.300,3.700,0.275300,1,9,same_process,12564
6568,5992,26.007788600,26.007886900,26.007890300,26.008096000,98.300,3.400,0.205700,1,9,same_process,12564
6568,5992,26.008096000,26.008238600,26.008241900,26.008471200,142.600,3.300,0.229300,1,9,same_process,12564
6568,5992,26.008471200,26.008720600,26.008724000,26.008975500,249.400,3.400,0.251500,1,9,same_process,12564
6568,5992,26.008975500,26.009016500,26.009020000,26.009219900,41.000,3.500,0.199900,1,9,same_process,12564
6568,5992,26.009219900,26.009337600,26.009341100,26.009547800,117.700,3.500,0.206700,1,9,same_process,12564
6568,5992,26.009547800,26.009680000,26.009683300,26.009888500,132.200,3.300,0.205200,1,9,same_process,12564
6568,5992,26.009888500,26.010103300,26.010106800,26.010312700,214.800,3.500,0.205900,1,9,same_process,12564
6568,5992,26.010312700,26.010632000,26.010635400,26.011025300,319.300,3.400,0.389900,1,9,same_process,12564
6568,5992,26.011025300,26.011485500,26.011489900,26.012561900,460.200,4.400,1.072000,1,12,same_process,12560
6568,5992,26.012561900,26.012688100,26.012691700,26.012942500,126.200,3.600,0.250800,1,9,same_process,12564
6568,5992,26.012942500,26.013085900,26.013089600,26.013309500,143.400,3.700,0.219900,1,9,same_process,12564
6568,5992,26.013309500,26.013590700,26.013594200,26.013861600,281.200,3.500,0.267400,1,9,same_process,12564
6568,5992,26.013861600,26.014024700,26.014028300,26.014213600,163.100,3.600,0.185300,1,9,same_process,12564
6568,5992,26.014213600,26.014455400,26.014458900,26.014676700,241.800,3.500,0.217800,1,9,same_process,12564
6568,5992,26.014676700,26.014846900,26.014850500,26.015074100,170.200,3.600,0.223600,1,9,same_process,12564
6568,5992,26.015074100,26.015150000,26.015153600,26.015298500,75.900,3.600,0.144900,1,9,same_process,12564
6568,5992,26.015298500,26.015532400,26.015535900,26.015762700,233.900,3.500,0.226800,1,9,same_process,12564
6568,5992,26.015762700,26.015875600,26.015879700,26.016161200,112.900,4.100,0.281500,1,12,same_process,12564
6568,5992,26.016161200,26.016311400,26.016319500,26.016522400,150.200,8.100,0.202900,1,9,same_process,12564
6568,5992,26.016522400,26.016943700,26.016947500,26.017189000,421.300,3.800,0.241500,1,9,same_process,12564
6568,5992,26.017189000,26.017493100,26.017496700,26.017814300,304.100,3.600,0.317600,1,9,same_process,12564
6568,5992,26.017814300,26.018103300,26.018107000,26.018435400,289.000,3.700,0.328400,1,9,same_process,12564
6568,5992,26.018435400,26.019111900,26.019115900,26.019183100,676.500,4.000,0.067200,1,9,same_process,12564
6568,5992,26.019183100,26.019205500,26.019209100,26.019225000,22.400,3.600,0.015900,1,9,same_process,12564
6568,5992,26.019225000,26.019301600,26.019305000,26.019340000,76.600,3.400,0.035000,1,9,same_process,12564
6568,5992,26.019340000,26.019494100,26.019497700,26.019601100,154.100,3.600,0.103400,1,9,same_process,12564
6568,5992,26.019601100,26.019896700,26.019900200,26.020105200,295.600,3.500,0.205000,1,9,same_process,12564
6568,5992,26.020105200,26.029819000,26.029823000,26.030286700,"9,713.800",4.000,0.463700,1,12,idle,0
6568,5992,26.030286700,26.030687000,26.030691900,26.031473700,400.300,4.900,0.781800,1,9,idle,0
6568,5992,26.031473700,26.032473300,26.032477700,26.032771500,999.600,4.400,0.293800,1,10,idle,0
6568,5992,26.032771500,26.032785900,26.032789200,26.032798900,14.400,3.300,0.009700,1,9,same_process,12564
6568,5992,26.032798900,26.032854700,26.032857500,26.032866100,55.800,2.800,0.008600,1,9,same_process,12564
6568,5992,26.032866100,26.033149600,26.033153700,26.033826800,283.500,4.100,0.673100,1,9,same_process,12564
6568,5992,26.033826800,26.035042900,26.035046400,26.035060300,"1,216.100",3.500,0.013900,1,9,idle,0
6568,5992,26.035060300,26.035250200,26.035254000,26.035362100,189.900,3.800,0.108100,1,9,same_process,12564
6568,5992,26.035362100,26.035364000,26.035367000,26.035379800,1.900,3.000,0.012800,1,9,same_process,12564
6568,5992,26.035379800,26.035398700,26.035401700,26.035578400,18.900,3.000,0.176700,1,9,same_process,12564
6568,5992,26.035578400,26.036065300,26.036069400,26.036083100,486.900,4.100,0.013700,1,9,idle,0
6568,5992,26.036083100,26.039777900,26.039782000,26.039791700,"3,694.800",4.100,0.009700,1,9,same_process,12564
6568,5992,26.039791700,26.044092700,26.044096400,26.044191600,"4,301.000",3.700,0.095200,1,9,same_process,4612
6568,5992,26.044191600,26.044625500,26.044628900,26.044848100,433.900,3.400,0.219200,1,9,idle,0
6568,5992,26.044848100,26.047293600,26.047297900,26.047375500,"2,445.500",4.300,0.077600,1,9,same_process,12564
6568,5992,26.047375500,26.047996500,26.048000200,26.048303000,621.000,3.700,0.302800,1,9,same_process,12564
6568,5992,26.048303000,26.048411200,26.048415000,26.048690000,108.200,3.800,0.275000,1,9,same_process,12564
6568,5992,26.048690000,26.048817300,26.048820800,26.049091800,127.300,3.500,0.271000,1,9,same_process,12564
6568,5992,26.049091800,26.049237400,26.049241200,26.049511000,145.600,3.800,0.269800,1,9,same_process,12564
6568,5992,26.049511000,26.049552700,26.049556000,26.049767100,41.700,3.300,0.211100,1,9,same_process,12564
6568,5992,26.049767100,26.050007100,26.050010600,26.050240200,240.000,3.500,0.229600,1,9,same_process,12564
6568,5992,26.050240200,26.050333000,26.050336800,26.050568800,92.800,3.800,0.232000,1,9,same_process,12564
6568,5992,26.050568800,26.050570400,26.050573700,26.050750300,1.600,3.300,0.176600,1,9,same_process,12564
6568,5992,26.050750300,26.050994100,26.050997500,26.051221900,243.800,3.400,0.224400,1,9,same_process,12564
6568,5992,26.051221900,26.051359200,26.051362700,26.051555600,137.300,3.500,0.192900,1,9,same_process,12564
6568,5992,26.051555600,26.051874300,26.051877700,26.052144900,318.700,3.400,0.267200,1,9,same_process,12564
6568,5992,26.052144900,26.052295700,26.052299400,26.052464800,150.800,3.700,0.165400,1,9,same_process,12564
6568,5992,26.052464800,26.052840600,26.052844200,26.053077600,375.800,3.600,0.233400,1,9,same_process,12564
6568,5992,26.053077600,26.053382600,26.053386200,26.053647100,305.000,3.600,0.260900,1,9,same_process,12564
6568,5992,26.053647100,26.053854300,26.053857900,26.054086100,207.200,3.600,0.228200,1,9,same_process,12564
6568,5992,26.054086100,26.054277300,26.054280900,26.054506400,191.200,3.600,0.225500,1,9,same_process,12564
6568,5992,26.054506400,26.054764100,26.054767600,26.055038400,257.700,3.500,0.270800,1,9,same_process,12564
6568,5992,26.055038400,26.055175200,26.055178600,26.055359800,136.800,3.400,0.181200,1,9,same_process,12564
6568,5992,26.055359800,26.055585600,26.055589300,26.055797200,225.800,3.700,0.207900,1,9,same_process,12564
6568,5992,26.055797200,26.056007500,26.056010900,26.056224700,210.300,3.400,0.213800,1,9,same_process,12564
6568,5992,26.056224700,26.056450500,26.056454100,26.056668200,225.800,3.600,0.214100,1,9,same_process,12564
6568,5992,26.056668200,26.056884700,26.056888300,26.057077200,216.500,3.600,0.188900,1,9,same_process,12564
6568,5992,26.057077200,26.057179500,26.057183100,26.057375600,102.300,3.600,0.192500,1,9,same_process,12564
6568,5992,26.057375600,26.057560800,26.057564200,26.057767400,185.200,3.400,0.203200,1,9,same_process,12564
6568,5992,26.057767400,26.058185900,26.058190300,26.058448900,418.500,4.400,0.258600,1,9,same_process,12564
6568,5992,26.058448900,26.058771800,26.058775800,26.059197000,322.900,4.000,0.421200,1,12,same_process,12564
6568,5992,26.059197000,26.059425600,26.059429300,26.059792500,228.600,3.700,0.363200,1,4,same_process,12564
6568,5992,26.059792500,26.060422200,26.060426000,26.060493300,629.700,3.800,0.067300,1,9,same_process,12564
6568,5992,26.060493300,26.060514300,26.060517900,26.060527400,21.000,3.600,0.009500,1,9,same_process,12564
6568,5992,26.060527400,26.060529400,26.060532400,26.060540800,2.000,3.000,0.008400,1,9,same_process,12564
6568,5992,26.060540800,26.060612300,26.060615400,26.060650500,71.500,3.100,0.035100,1,9,same_process,12564
6568,5992,26.060650500,26.060755900,26.060759000,26.060769000,105.400,3.100,0.010000,1,9,same_process,4612
6568,5992,26.060769000,26.060860200,26.060863300,26.060977500,91.200,3.100,0.114200,1,9,same_process,12564
6568,5992,26.060977500,26.061290500,26.061294200,26.061524300,313.000,3.700,0.230100,1,9,same_process,12564
6568,5992,26.061524300,26.074776500,26.074780700,26.075289800,"13,252.200",4.200,0.509100,1,9,same_process,12560
6568,5992,26.075289800,26.075681000,26.075684900,26.076314600,391.200,3.900,0.629700,1,9,same_process,12560
6568,5992,26.076314600,26.077295300,26.077298900,26.077557800,980.700,3.600,0.258900,1,9,same_process,12560
6568,5992,26.077557800,26.077559000,26.077562300,26.077572700,1.200,3.300,0.010400,1,9,same_process,12564
6568,5992,26.077572700,26.077573800,26.077576600,26.077585200,1.100,2.800,0.008600,1,9,same_process,12564
6568,5992,26.077585200,26.077908900,26.077912900,26.078304800,323.700,4.000,0.391900,1,9,same_process,12564
6568,5992,26.078304800,26.079833800,26.079837400,26.079850600,"1,529.000",3.600,0.013200,1,9,same_process,12560
6568,5992,26.079850600,26.080040000,26.080043600,26.080157100,189.400,3.600,0.113500,1,9,same_process,12564
6568,5992,26.080157100,26.080188100,26.080191300,26.080673200,31.000,3.200,0.481900,1,9,same_process,12564
6568,5992,26.080673200,26.081478900,26.081483100,26.081501200,805.700,4.200,0.018100,1,4,same_process,12560
6568,5992,26.081501200,26.089785200,26.089790400,26.089805300,"8,284.000",5.200,0.014900,1,4,same_process,12564
6568,5992,26.089805300,26.093816200,26.093820300,26.093908000,"4,010.900",4.100,0.087700,1,9,same_process,12564
6568,5992,26.093908000,26.094099800,26.094103600,26.094234700,191.800,3.800,0.131100,1,9,same_process,4612
6568,5992,26.094234700,26.094711400,26.094715800,26.095789800,476.700,4.400,1.074000,1,9,same_process,12560
6568,5992,26.095789800,26.095790800,26.095795200,26.096439800,1.000,4.400,0.644600,1,12,same_process,12564
6568,5992,26.096439800,26.096848800,26.096853700,26.097341000,409.000,4.900,0.487300,1,11,same_process,12564
6568,5992,26.097341000,26.097365300,26.097369500,26.097571900,24.300,4.200,0.202400,1,9,same_process,12564
6568,5992,26.097571900,26.097597500,26.097601300,26.097771700,25.600,3.800,0.170400,1,9,same_process,12564
6568,5992,26.097771700,26.098000200,26.098003900,26.098226400,228.500,3.700,0.222500,1,9,same_process,12564
6568,5992,26.098226400,26.098367900,26.098371500,26.098567400,141.500,3.600,0.195900,1,9,same_process,12564
6568,5992,26.098567400,26.098891400,26.098894800,26.099152700,324.000,3.400,0.257900,1,9,same_process,12564
6568,5992,26.099152700,26.099241000,26.099244500,26.099413600,88.300,3.500,0.169100,1,9,same_process,12564
6568,5992,26.099413600,26.099786000,26.099789600,26.100015000,372.400,3.600,0.225400,1,9,same_process,12564
6568,5992,26.100015000,26.100405000,26.100408800,26.100678100,390.000,3.800,0.269300,1,9,same_process,12564
6568,5992,26.100678100,26.100864700,26.100868200,26.101103100,186.600,3.500,0.234900,1,9,same_process,12564
6568,5992,26.101103100,26.101268600,26.101272600,26.101600600,165.500,4.000,0.328000,1,14,same_process,12564
6568,5992,26.101600600,26.101787700,26.101791200,26.102077800,187.100,3.500,0.286600,1,9,same_process,12564
6568,5992,26.102077800,26.102243600,26.102247100,26.102433200,165.800,3.500,0.186100,1,9,same_process,12564
6568,5992,26.102433200,26.102663300,26.102666700,26.102872800,230.100,3.400,0.206100,1,9,same_process,12564
6568,5992,26.102872800,26.103091200,26.103095000,26.103312900,218.400,3.800,0.217900,1,9,same_process,12564
6568,5992,26.103312900,26.103491000,26.103494500,26.103703800,178.100,3.500,0.209300,1,9,same_process,12564
6568,5992,26.103703800,26.103897400,26.103901000,26.104091200,193.600,3.600,0.190200,1,9,same_process,12564
6568,5992,26.104091200,26.104227800,26.104231200,26.104433700,136.600,3.400,0.202500,1,9,same_process,12564
6568,5992,26.104433700,26.104621000,26.104624500,26.104841700,187.300,3.500,0.217200,1,9,same_process,12564
6568,5992,26.104841700,26.105193400,26.105197200,26.105404100,351.700,3.800,0.206900,1,9,same_process,12564
6568,5992,26.105404100,26.105740300,26.105743800,26.106054600,336.200,3.500,0.310800,1,9,same_process,12564
6568,5992,26.106054600,26.106345100,26.106348800,26.106686200,290.500,3.700,0.337400,1,9,same_process,12564
6568,5992,26.106686200,26.107393700,26.107397900,26.107524700,707.500,4.200,0.126800,1,12,same_process,12564
6568,5992,26.107524700,26.107544300,26.107548500,26.107563900,19.600,4.200,0.015400,1,4,same_process,12564
6568,5992,26.107563900,26.107636300,26.107640100,26.107677000,72.400,3.800,0.036900,1,9,same_process,12564
6568,5992,26.107677000,26.107819600,26.107823200,26.107923400,142.600,3.600,0.100200,1,9,same_process,12564
6568,5992,26.107923400,26.108267100,26.108270700,26.108473600,343.700,3.600,0.202900,1,9,same_process,12564
6568,5992,26.108473600,26.118954100,26.118957800,26.119284400,"10,480.500",3.700,0.326600,1,9,idle,0
6568,5992,26.119284400,26.119367100,26.119370600,26.119906500,82.700,3.500,0.535900,1,9,idle,0
6568,5992,26.119906500,26.120914100,26.120918700,26.121184800,"1,007.600",4.600,0.266100,1,9,idle,0
6568,5992,26.121184800,26.121192200,26.121195700,26.121205500,7.400,3.500,0.009800,1,9,same_process,12564
6568,5992,26.121205500,26.121206200,26.121209100,26.121217500,0.700,2.900,0.008400,1,9,same_process,12564
6568,5992,26.121217500,26.121479000,26.121483300,26.121874200,261.500,4.300,0.390900,1,9,same_process,12564
6568,5992,26.121874200,26.123466100,26.123470600,26.123483700,"1,591.900",4.500,0.013100,1,9,idle,0
6568,5992,26.123483700,26.123702000,26.123705800,26.123813600,218.300,3.800,0.107800,1,9,same_process,12564
6568,5992,26.123813600,26.124061400,26.124064100,26.124074900,247.800,2.700,0.010800,1,9,same_process,12564
6568,5992,26.124074900,26.124111700,26.124114600,26.124293500,36.800,2.900,0.178900,1,9,same_process,12564
6568,5992,26.124293500,26.124822600,26.124826900,26.124841000,529.100,4.300,0.014100,1,9,external,3608
6568,5992,26.124841000,26.127437100,26.127445100,26.127555300,"2,596.100",8.000,0.110200,1,9,same_process,4612
6568,5992,26.127555300,26.127955100,26.127959300,26.128199200,399.800,4.200,0.239900,1,9,idle,0
6568,5992,26.128199200,26.136123900,26.136128600,26.136142800,"7,924.700",4.700,0.014200,1,9,same_process,12564
6568,5992,26.136142800,26.136819200,26.136823300,26.136834000,676.400,4.100,0.010700,1,9,same_process,12564
6568,5992,26.136834000,26.137207800,26.137211700,26.137222000,373.800,3.900,0.010300,1,9,same_process,12564
6568,5992,26.137222000,26.137587200,26.137591200,26.137601800,365.200,4.000,0.010600,1,9,same_process,12564
6568,5992,26.137601800,26.137985200,26.137989400,26.138001000,383.400,4.200,0.011600,1,12,same_process,12564
6568,5992,26.138001000,26.138292500,26.138296400,26.138306900,291.500,3.900,0.010500,1,9,same_process,12564
6568,5992,26.138306900,26.138785500,26.138789600,26.138800600,478.600,4.100,0.011000,1,12,same_process,12564
6568,5992,26.138800600,26.139060500,26.139064800,26.139077800,259.900,4.300,0.013000,1,8,same_process,12564
6568,5992,26.139077800,26.139380100,26.139383900,26.139394400,302.300,3.800,0.010500,1,9,same_process,12564
6568,5992,26.139394400,26.139668100,26.139671300,26.139679600,273.700,3.200,0.008300,1,9,same_process,12564
6568,5992,26.139679600,26.139785900,26.139789500,26.142477200,106.300,3.600,2.687700,1,9,same_process,12564
6568,5992,26.142477200,26.142636700,26.142640700,26.142878300,159.500,4.000,0.237600,1,9,same_process,12564
6568,5992,26.142878300,26.143039800,26.143043300,26.143261900,161.500,3.500,0.218600,1,9,same_process,12564
6568,5992,26.143261900,26.143526400,26.143530200,26.143802800,264.500,3.800,0.272600,1,9,same_process,12564
6568,5992,26.143802800,26.143950000,26.143953800,26.144251300,147.200,3.800,0.297500,1,9,same_process,12564
6568,5992,26.144251300,26.144781300,26.144785300,26.145555100,530.000,4.000,0.769800,1,9,same_process,12560
6568,5992,26.145555100,26.145658900,26.145662900,26.145857300,103.800,4.000,0.194400,1,9,same_process,12564
6568,5992,26.145857300,26.145980700,26.145984200,26.146189200,123.400,3.500,0.205000,1,9,same_process,12564
6568,5992,26.146189200,26.146384300,26.146387900,26.146603400,195.100,3.600,0.215500,1,9,same_process,12564
6568,5992,26.146603400,26.147010000,26.147013400,26.147262500,406.600,3.400,0.249100,1,9,same_process,12564
6568,5992,26.147262500,26.147563400,26.147567300,26.147879700,300.900,3.900,0.312400,1,9,same_process,12564
6568,5992,26.147879700,26.148108700,26.148112100,26.148396000,229.000,3.400,0.283900,1,9,same_process,12564
6568,5992,26.148396000,26.149130500,26.149134800,26.149275600,734.500,4.300,0.140800,1,14,same_process,12564
6568,5992,26.149275600,26.149295800,26.149299300,26.149308200,20.200,3.500,0.008900,1,9,same_process,12564
6568,5992,26.149308200,26.149311200,26.149314000,26.149322200,3.000,2.800,0.008200,1,9,same_process,12564
6568,5992,26.149322200,26.149397100,26.149400500,26.149438200,74.900,3.400,0.037700,1,9,same_process,12564
6568,5992,26.149438200,26.149576000,26.149580200,26.149748900,137.800,4.200,0.168700,1,0,same_process,12564
6568,5992,26.149748900,26.149992700,26.149996700,26.150304500,243.800,4.000,0.307800,1,0,same_process,12564
6568,5992,26.150304500,26.157896000,26.157905500,26.158361000,"7,591.500",9.500,0.455500,1,0,idle,0
6568,5992,26.158361000,26.158801600,26.158806800,26.159590300,440.600,5.200,0.783500,1,9,idle,0
6568,5992,26.159590300,26.160558700,26.160562000,26.160817600,968.400,3.300,0.255600,1,9,idle,0
6568,5992,26.160817600,26.160834400,26.160838600,26.160849100,16.800,4.200,0.010500,1,9,same_process,12564
6568,5992,26.160849100,26.160901300,26.160904500,26.160917100,52.200,3.200,0.012600,1,9,same_process,12564
6568,5992,26.160917100,26.161189700,26.161193800,26.161615400,272.600,4.100,0.421600,1,9,same_process,12564
6568,5992,26.161615400,26.163281300,26.163284800,26.163298000,"1,665.900",3.500,0.013200,1,9,idle,0
6568,5992,26.163298000,26.163490800,26.163495200,26.163635200,192.800,4.400,0.140000,1,9,same_process,12564
6568,5992,26.163635200,26.163651200,26.163655100,26.164154300,16.000,3.900,0.499200,1,9,same_process,12564
6568,5992,26.164154300,26.164996900,26.165001400,26.165017200,842.600,4.500,0.015800,1,9,idle,0
6568,5992,26.165017200,26.173117200,26.173121700,26.173135400,"8,100.000",4.500,0.013700,1,9,same_process,12564
6568,5992,26.173135400,26.176409700,26.176415200,26.176527200,"3,274.300",5.500,0.112000,1,11,same_process,12564
6568,5992,26.176527200,26.177154400,26.177158600,26.177568900,627.200,4.200,0.410300,1,9,same_process,12564
6568,5992,26.177568900,26.178074000,26.178077900,26.179029300,505.100,3.900,0.951400,1,9,same_process,12560
6568,5992,26.179029300,26.179167800,26.179171600,26.179439800,138.500,3.800,0.268200,1,9,same_process,12564
6568,5992,26.179439800,26.179440300,26.179443700,26.179641500,0.500,3.400,0.197800,1,9,same_process,12564
6568,5992,26.179641500,26.179771300,26.179774700,26.179995600,129.800,3.400,0.220900,1,9,same_process,12564
6568,5992,26.179995600,26.180089100,26.180092600,26.180298500,93.500,3.500,0.205900,1,9,same_process,12564
6568,5992,26.180298500,26.180602000,26.180605800,26.180837000,303.500,3.800,0.231200,1,9,same_process,12564
6568,5992,26.180837000,26.181145000,26.181148600,26.181553300,308.000,3.600,0.404700,1,9,same_process,12564
6568,5992,26.181553300,26.181968700,26.181973400,26.182326700,415.400,4.700,0.353300,1,13,same_process,12564
6568,5992,26.182326700,26.182549200,26.182553100,26.182820700,222.500,3.900,0.267600,1,9,same_process,12564
6568,5992,26.182820700,26.183003500,26.183007100,26.183244400,182.800,3.600,0.237300,1,9,same_process,12564
6568,5992,26.183244400,26.183418200,26.183421400,26.183642300,173.800,3.200,0.220900,1,9,same_process,12564
6568,5992,26.183642300,26.183907600,26.183910800,26.184186600,265.300,3.200,0.275800,1,9,same_process,12564
6568,5992,26.184186600,26.184305900,26.184309500,26.184495600,119.300,3.600,0.186100,1,9,same_process,12564
6568,5992,26.184495600,26.184716700,26.184720200,26.184924600,221.100,3.500,0.204400,1,9,same_process,12564
6568,5992,26.184924600,26.185144400,26.185147900,26.185367100,219.800,3.500,0.219200,1,9,same_process,12564
6568,5992,26.185367100,26.185562900,26.185568300,26.185942400,195.800,5.400,0.374100,1,11,same_process,12564
6568,5992,26.185942400,26.186162600,26.186167700,26.186491000,220.200,5.100,0.323300,1,11,same_process,12564
6568,5992,26.186491000,26.186649100,26.186653200,26.186856000,158.100,4.100,0.202800,1,9,same_process,12564
6568,5992,26.186856000,26.187188400,26.187192100,26.187410000,332.400,3.700,0.217900,1,9,same_process,12564
6568,5992,26.187410000,26.187826300,26.187829800,26.188084500,416.300,3.500,0.254700,1,9,same_process,12564
6568,5992,26.188084500,26.188443700,26.188448300,26.188764400,359.200,4.600,0.316100,1,9,same_process,12564
6568,5992,26.188764400,26.189965300,26.189969300,26.190308400,"1,200.900",4.000,0.339100,1,9,same_process,12564
6568,5992,26.190308400,26.190327400,26.190331100,26.190341000,19.000,3.700,0.009900,1,9,same_process,12564
6568,5992,26.190341000,26.190343400,26.190346400,26.190354800,2.400,3.000,0.008400,1,9,same_process,12564
6568,5992,26.190354800,26.190425400,26.190428600,26.190468500,70.600,3.200,0.039900,1,9,same_process,12564
6568,5992,26.190468500,26.190650000,26.190653800,26.190776400,181.500,3.800,0.122600,1,9,same_process,12564
6568,5992,26.190776400,26.190995400,26.190998800,26.191200300,219.000,3.400,0.201500,1,9,same_process,12564
6568,5992,26.191200300,26.201283900,26.201288300,26.201737900,"10,083.600",4.400,0.449600,1,9,same_process,12560
6568,5992,26.201737900,26.202180100,26.202190800,26.203050300,442.200,10.700,0.859500,1,12,same_process,12560
6568,5992,26.203050300,26.203994500,26.203999000,26.204272800,944.200,4.500,0.273800,1,12,same_process,12560
6568,5992,26.204272800,26.204278000,26.204281700,26.204290900,5.200,3.700,0.009200,1,9,same_process,12564
6568,5992,26.204290900,26.204292200,26.204295100,26.204303500,1.300,2.900,0.008400,1,9,same_process,12564
6568,5992,26.204303500,26.204565900,26.204569700,26.204965600,262.400,3.800,0.395900,1,9,same_process,12564
6568,5992,26.204965600,26.206511900,26.206515900,26.206529300,"1,546.300",4.000,0.013400,1,9,same_process,12560
6568,5992,26.206529300,26.206739200,26.206743500,26.206882800,209.900,4.300,0.139300,1,9,same_process,12564
6568,5992,26.206882800,26.206898500,26.206902400,26.207167400,15.700,3.900,0.265000,1,14,same_process,12564
6568,5992,26.207167400,26.207602200,26.207606200,26.207623300,434.800,4.000,0.017100,1,12,same_process,12560
6568,5992,26.207623300,26.210757100,26.210761400,26.210870900,"3,133.800",4.300,0.109500,1,9,same_process,4612
6568,5992,26.210870900,26.211275300,26.211279400,26.211523400,404.400,4.100,0.244000,1,9,idle,0
6568,5992,26.211523400,26.220233400,26.220237600,26.220249700,"8,710.000",4.200,0.012100,1,9,same_process,12564
6568,5992,26.220249700,26.220934800,26.220938400,26.220946800,685.100,3.600,0.008400,1,9,same_process,12564
6568,5992,26.220946800,26.221318200,26.221322300,26.221332500,371.400,4.100,0.010200,1,9,same_process,12564
6568,5992,26.221332500,26.221693000,26.221696600,26.221706700,360.500,3.600,0.010100,1,9,same_process,12564
6568,5992,26.221706700,26.222095700,26.222099200,26.222109300,389.000,3.500,0.010100,1,9,same_process,12564
6568,5992,26.222109300,26.222391700,26.222395200,26.222405200,282.400,3.500,0.010000,1,9,same_process,12564
6568,5992,26.222405200,26.222880800,26.222884600,26.222894700,475.600,3.800,0.010100,1,9,same_process,12564
6568,5992,26.222894700,26.223119800,26.223122200,26.226199300,225.100,2.400,3.077100,1,9,same_process,12564
6568,5992,26.226199300,26.226212300,26.226216400,26.226417000,13.000,4.100,0.200600,1,9,same_process,12564
