target_pid,target_tid,last_switch_out_s,ready_s,switch_in_s,next_switch_out_s,waits_us,ready_us,cpu_usage_ms,count,cpu,readying_scope,readying_tid
6568,5992,21.794739100,21.810702300,21.810706700,21.810728500,"15,963.200",4.400,0.021800,1,9,same_process,4612
6568,5992,21.810728500,21.822073600,21.822078300,21.822791700,"11,345.100",4.700,0.713400,1,9,same_process,12564
6568,5992,21.822791700,21.822867100,21.822871500,21.823114700,75.400,4.400,0.243200,1,9,same_process,12564
6568,5992,21.823114700,21.823371300,21.823375000,21.823579600,256.600,3.700,0.204600,1,9,same_process,12564
6568,5992,21.823579600,21.823747800,21.823751400,21.823960800,168.200,3.600,0.209400,1,9,same_process,12564
6568,5992,21.823960800,21.824205400,21.824209200,21.824434500,244.600,3.800,0.225300,1,9,same_process,12564
6568,5992,21.824434500,21.824572600,21.824576200,21.824784400,138.100,3.600,0.208200,1,9,same_process,12564
6568,5992,21.824784400,21.824839500,21.824843000,21.825023200,55.100,3.500,0.180200,1,9,same_process,12564
6568,5992,21.825023200,21.825236900,21.825241000,21.825444000,213.700,4.100,0.203000,1,9,same_process,12564
6568,5992,21.825444000,21.825694300,21.825698500,21.825900500,250.300,4.200,0.202000,1,10,same_process,12564
6568,5992,21.825900500,21.826255600,21.826259500,21.826528500,355.100,3.900,0.269000,1,9,same_process,12564
6568,5992,21.826528500,21.826637200,21.826640600,21.826806400,108.700,3.400,0.165800,1,9,same_process,12564
6568,5992,21.826806400,21.827204100,21.827207900,21.827445900,397.700,3.800,0.238000,1,10,same_process,12564
6568,5992,21.827445900,21.827757300,21.827760900,21.828040100,311.400,3.600,0.279200,1,9,same_process,12564
6568,5992,21.828040100,21.828303000,21.828306700,21.828523700,262.900,3.700,0.217000,1,9,same_process,12564
6568,5992,21.828523700,21.828715200,21.828718900,21.828939600,191.500,3.700,0.220700,1,9,same_process,12564
6568,5992,21.828939600,21.829325000,21.829328900,21.829611600,385.400,3.900,0.282700,1,14,same_process,12564
6568,5992,21.829611600,21.829789500,21.829793300,21.829998500,177.900,3.800,0.205200,1,9,same_process,12564
6568,5992,21.829998500,21.830283100,21.830286800,21.830479000,284.600,3.700,0.192200,1,9,same_process,12564
6568,5992,21.830479000,21.830647300,21.830650700,21.830817000,168.300,3.400,0.166300,1,10,same_process,12564
6568,5992,21.830817000,21.831347600,21.831351700,21.831548400,530.600,4.100,0.196700,1,9,same_process,12564
6568,5992,21.831548400,21.831790700,21.831794100,21.831984800,242.300,3.400,0.190700,1,9,same_process,12564
6568,5992,21.831984800,21.832163200,21.832166700,21.832357800,178.400,3.500,0.191100,1,10,same_process,12564
6568,5992,21.832357800,21.832560700,21.832564400,21.832733400,202.900,3.700,0.169000,1,9,same_process,12564
6568,5992,21.832733400,21.833201900,21.833205700,21.833413500,468.500,3.800,0.207800,1,9,same_process,12564
6568,5992,21.833413500,21.833861200,21.833864900,21.834164500,447.700,3.700,0.299600,1,9,same_process,12564
6568,5992,21.834164500,21.834494000,21.834498100,21.834961100,329.500,4.100,0.463000,1,6,same_process,12564
6568,5992,21.834961100,21.835569800,21.835574200,21.835703300,608.700,4.400,0.129100,1,6,same_process,12564
6568,5992,21.835703300,21.835729200,21.835732700,21.835742200,25.900,3.500,0.009500,1,9,same_process,12564
6568,5992,21.835742200,21.835745200,21.835748100,21.835756300,3.000,2.900,0.008200,1,9,same_process,12564
6568,5992,21.835756300,21.835837700,21.835841100,21.835889400,81.400,3.400,0.048300,1,10,same_process,12564
6568,5992,21.835889400,21.836085800,21.836090000,21.836191400,196.400,4.200,0.101400,1,9,same_process,12564
6568,5992,21.836191400,21.836564900,21.836568700,21.836809500,373.500,3.800,0.240800,1,9,same_process,12564
6568,5992,21.836809500,21.847692900,21.847696900,21.848017500,"10,883.400",4.000,0.320600,1,9,same_process,12560
6568,5992,21.848017500,21.848093500,21.848097600,21.848847900,76.000,4.100,0.750300,1,9,same_process,12560
6568,5992,21.848847900,21.849780000,21.849784000,21.850000600,932.100,4.000,0.216600,1,9,same_process,12560
6568,5992,21.850000600,21.850003600,21.850006800,21.850020700,3.000,3.200,0.013900,1,9,same_process,12564
6568,5992,21.850020700,21.850314600,21.850318700,21.850714400,293.900,4.100,0.395700,1,9,same_process,12564
6568,5992,21.850714400,21.852243600,21.852247100,21.852260900,"1,529.200",3.500,0.013800,1,9,same_process,12560
6568,5992,21.852260900,21.852460400,21.852463700,21.852570300,199.500,3.300,0.106600,1,9,same_process,12564
6568,5992,21.852570300,21.852584900,21.852588800,21.852794100,14.600,3.900,0.205300,1,9,same_process,12564
6568,5992,21.852794100,21.853276400,21.853280000,21.853302000,482.300,3.600,0.022000,1,9,same_process,12560
6568,5992,21.853302000,21.856492600,21.856495400,21.856508300,"3,190.600",2.800,0.012900,1,14,same_process,12564
6568,5992,21.856508300,21.860643400,21.860648400,21.860783600,"4,135.100",5.000,0.135200,1,9,same_process,4612
6568,5992,21.860783600,21.861229000,21.861232900,21.861469800,445.400,3.900,0.236900,1,9,same_process,12560
6568,5992,21.861469800,21.865869900,21.865875300,21.866561500,"4,400.100",5.400,0.686200,1,9,same_process,12564
6568,5992,21.866561500,21.866722100,21.866726500,21.867099700,160.600,4.400,0.373200,1,12,same_process,12564
6568,5992,21.867099700,21.867115100,21.867119200,21.867433400,15.400,4.100,0.314200,1,12,same_process,12564
6568,5992,21.867433400,21.867433100,21.867438000,21.867685200,0.000,4.900,0.247200,1,13,same_process,12564
6568,5992,21.867685200,21.867884600,21.867888200,21.868111200,199.400,3.600,0.223000,1,9,same_process,12564
6568,5992,21.868111200,21.868318000,21.868322200,21.868520400,206.800,4.200,0.198200,1,9,same_process,12564
6568,5992,21.868520400,21.868599800,21.868603500,21.868784500,79.400,3.700,0.181000,1,9,same_process,12564
6568,5992,21.868784500,21.868980800,21.868984500,21.869184700,196.300,3.700,0.200200,1,9,same_process,12564
6568,5992,21.869184700,21.869367800,21.869371500,21.869535400,183.100,3.700,0.163900,1,9,same_process,12564
6568,5992,21.869535400,21.869928700,21.869932300,21.870184600,393.300,3.600,0.252300,1,9,same_process,12564
6568,5992,21.870184600,21.870301400,21.870304900,21.870461800,116.800,3.500,0.156900,1,9,same_process,12564
6568,5992,21.870461800,21.870861500,21.870865000,21.871063400,399.700,3.500,0.198400,1,9,same_process,12564
6568,5992,21.871063400,21.871430000,21.871433500,21.871689600,366.600,3.500,0.256100,1,9,same_process,12564
6568,5992,21.871689600,21.871896300,21.871900500,21.872252500,206.700,4.200,0.352000,1,12,same_process,12564
6568,5992,21.872252500,21.872317900,21.872321900,21.872535100,65.400,4.000,0.213200,1,9,same_process,12564
6568,5992,21.872535100,21.872816600,21.872820300,21.873063400,281.500,3.700,0.243100,1,9,same_process,12564
6568,5992,21.873063400,21.873278800,21.873282700,21.873462800,215.400,3.900,0.180100,1,9,same_process,12564
6568,5992,21.873462800,21.873728500,21.873732200,21.873909500,265.700,3.700,0.177300,1,9,same_process,12564
6568,5992,21.873909500,21.874165800,21.874169500,21.874363500,256.300,3.700,0.194000,1,9,same_process,12564
6568,5992,21.874363500,21.874591100,21.874594700,21.874785900,227.600,3.600,0.191200,1,9,same_process,12564
6568,5992,21.874785900,21.874923400,21.874926800,21.875067600,137.500,3.400,0.140800,1,9,same_process,12564
6568,5992,21.875067600,21.875288000,21.875291500,21.875470000,220.400,3.500,0.178500,1,9,same_process,12564
6568,5992,21.875470000,21.875687600,21.875691100,21.875862300,217.600,3.500,0.171200,1,9,same_process,12564
6568,5992,21.875862300,21.876378600,21.876384000,21.876695800,516.300,5.400,0.311800,1,12,same_process,12564
6568,5992,21.876695800,21.876967700,21.876972000,21.877465800,271.900,4.300,0.493800,1,6,same_process,12564
6568,5992,21.877465800,21.877602500,21.877606100,21.877933200,136.700,3.600,0.327100,1,9,same_process,12564
6568,5992,21.877933200,21.878632300,21.878636300,21.878722100,699.100,4.000,0.085800,1,9,same_process,12564
6568,5992,21.878722100,21.878741900,21.878745500,21.878755500,19.800,3.600,0.010000,1,9,same_process,12564
6568,5992,21.878755500,21.878757500,21.878760400,21.878768900,2.000,2.900,0.008500,1,9,same_process,12564
6568,5992,21.878768900,21.878845100,21.878848500,21.878887400,76.200,3.400,0.038900,1,9,same_process,12564
6568,5992,21.878887400,21.879078100,21.879082000,21.879158900,190.700,3.900,0.076900,1,9,same_process,12564
6568,5992,21.879158900,21.879485700,21.879489600,21.879925000,326.800,3.900,0.435400,1,9,same_process,12564
6568,5992,21.879925000,21.890206500,21.890210300,21.890514700,"10,281.500",3.800,0.304400,1,9,idle,0
6568,5992,21.890514700,21.890600100,21.890603600,21.891134500,85.400,3.500,0.530900,1,9,idle,0
6568,5992,21.891134500,21.892103700,21.892107000,21.892318500,969.200,3.300,0.211500,1,9,idle,0
6568,5992,21.892318500,21.892325300,21.892329300,21.892343500,6.800,4.000,0.014200,1,9,same_process,12564
6568,5992,21.892343500,21.892626200,21.892630200,21.893017600,282.700,4.000,0.387400,1,9,same_process,12564
6568,5992,21.893017600,21.893935200,21.893942600,21.893960100,917.600,7.400,0.017500,1,12,idle,0
6568,5992,21.893960100,21.894000100,21.894004100,21.894027700,40.000,4.000,0.023600,1,9,same_process,4612
6568,5992,21.894027700,21.894146900,21.894151200,21.894317600,119.200,4.300,0.166400,1,0,same_process,12564
6568,5992,21.894317600,21.894516100,21.894519200,21.894534500,198.500,3.100,0.015300,1,9,same_process,12564
6568,5992,21.894534500,21.894550700,21.894553800,21.894738400,16.200,3.100,0.184600,1,9,same_process,12564
6568,5992,21.894738400,21.895829700,21.895833300,21.895847100,"1,091.300",3.600,0.013800,1,9,idle,0
6568,5992,21.895847100,21.906445700,21.906450400,21.906462900,"10,598.600",4.700,0.012500,1,12,same_process,12564
6568,5992,21.906462900,21.908275900,21.908281000,21.908699000,"1,813.000",5.100,0.418000,1,9,same_process,12564
6568,5992,21.908699000,21.908699000,21.908703400,21.909002400,0.000,4.400,0.299000,1,9,same_process,12564
6568,5992,21.909002400,21.909138700,21.909142600,21.909429400,136.300,3.900,0.286800,1,14,same_process,12564
6568,5992,21.909429400,21.909533300,21.909537200,21.909741600,103.900,3.900,0.204400,1,9,same_process,12564
6568,5992,21.909741600,21.909917600,21.909921200,21.910139300,176.000,3.600,0.218100,1,9,same_process,12564
6568,5992,21.910139300,21.910448300,21.910452100,21.910799000,309.000,3.800,0.346900,1,9,same_process,12564
6568,5992,21.910799000,21.911325100,21.911328900,21.912108200,526.100,3.800,0.779300,1,9,idle,0
6568,5992,21.912108200,21.912285500,21.912289600,21.912542500,177.300,4.100,0.252900,1,9,same_process,12564
6568,5992,21.912542500,21.912668300,21.912672000,21.912841900,125.800,3.700,0.169900,1,9,same_process,12564
6568,5992,21.912841900,21.913227700,21.913231300,21.913427600,385.800,3.600,0.196300,1,9,same_process,12564
6568,5992,21.913427600,21.913782100,21.913785700,21.914035900,354.500,3.600,0.250200,1,9,same_process,12564
6568,5992,21.914035900,21.914247700,21.914251600,21.914478200,211.800,3.900,0.226600,1,9,same_process,12564
6568,5992,21.914478200,21.914670700,21.914674700,21.914885000,192.500,4.000,0.210300,1,9,same_process,12564
6568,5992,21.914885000,21.915237100,21.915241100,21.915485400,352.100,4.000,0.244300,1,9,same_process,12564
6568,5992,21.915485400,21.915652200,21.915655900,21.915837900,166.800,3.700,0.182000,1,9,same_process,12564
6568,5992,21.915837900,21.916098000,21.916101900,21.916288200,260.100,3.900,0.186300,1,9,same_process,12564
6568,5992,21.916288200,21.916622100,21.916625700,21.916820200,333.900,3.600,0.194500,1,9,same_process,12564
6568,5992,21.916820200,21.917123700,21.917127500,21.917322000,303.500,3.800,0.194500,1,9,same_process,12564
6568,5992,21.917322000,21.917537500,21.917541100,21.917712600,215.500,3.600,0.171500,1,9,same_process,12564
6568,5992,21.917712600,21.917875800,21.917879300,21.918055800,163.200,3.500,0.176500,1,9,same_process,12564
6568,5992,21.918055800,21.918246400,21.918250300,21.918421700,190.600,3.900,0.171400,1,9,same_process,12564
6568,5992,21.918421700,21.918904400,21.918908200,21.919125300,482.700,3.800,0.217100,1,9,same_process,12564
6568,5992,21.919125300,21.919475000,21.919478800,21.919795900,349.700,3.800,0.317100,1,9,same_process,12564
6568,5992,21.919795900,21.920126000,21.920130500,21.920451500,330.100,4.500,0.321000,1,14,same_process,12564
6568,5992,21.920451500,21.921172400,21.921176700,21.921276600,720.900,4.300,0.099900,1,9,same_process,12564
6568,5992,21.921276600,21.921295500,21.921299200,21.921309100,18.900,3.700,0.009900,1,9,same_process,12564
6568,5992,21.921309100,21.921311200,21.921314000,21.921322400,2.100,2.800,0.008400,1,9,same_process,12564
6568,5992,21.921322400,21.921399600,21.921402800,21.921433700,77.200,3.200,0.030900,1,9,same_process,12564
6568,5992,21.921433700,21.921629200,21.921632900,21.921722700,195.500,3.700,0.089800,1,9,same_process,12564
6568,5992,21.921722700,21.922034600,21.922038300,21.922243000,311.900,3.700,0.204700,1,9,same_process,12564
6568,5992,21.922243000,21.932497600,21.932501600,21.932818500,"10,254.600",4.000,0.316900,1,9,same_process,12560
6568,5992,21.932818500,21.932893100,21.932896700,21.933438000,74.600,3.600,0.541300,1,9,same_process,12560
6568,5992,21.933438000,21.934440800,21.934444600,21.934659900,"1,002.800",3.800,0.215300,1,9,same_process,12560
6568,5992,21.934659900,21.934661800,21.934665300,21.934675500,1.900,3.500,0.010200,1,9,same_process,12564
6568,5992,21.934675500,21.934676100,21.934679000,21.934687300,0.600,2.900,0.008300,1,9,same_process,12564
6568,5992,21.934687300,21.934979200,21.934983400,21.935415700,291.900,4.200,0.432300,1,9,same_process,12564
6568,5992,21.935415700,21.936925800,21.936929400,21.936942100,"1,510.100",3.600,0.012700,1,9,same_process,12560
6568,5992,21.936942100,21.937107300,21.937111200,21.937222600,165.200,3.900,0.111400,1,9,same_process,12564
6568,5992,21.937222600,21.937237600,21.937241400,21.937415700,15.000,3.800,0.174300,1,9,same_process,12564
6568,5992,21.937415700,21.937930700,21.937934300,21.937948600,515.000,3.600,0.014300,1,9,same_process,12560
6568,5992,21.937948600,21.939777100,21.939781700,21.939794200,"1,828.500",4.600,0.012500,1,9,same_process,12564
6568,5992,21.939794200,21.943957300,21.943960400,21.944049000,"4,163.100",3.100,0.088600,1,9,same_process,4612
6568,5992,21.944049000,21.944433400,21.944437500,21.944665600,384.400,4.100,0.228100,1,9,same_process,12560
6568,5992,21.944665600,21.950916900,21.950922100,21.951309900,"6,251.300",5.200,0.387800,1,9,same_process,12564
6568,5992,21.951309900,21.951336300,21.951340900,21.951671000,26.400,4.600,0.330100,1,4,same_process,12564
6568,5992,21.951671000,21.951801200,21.951805300,21.952180100,130.200,4.100,0.374800,1,9,same_process,12564
6568,5992,21.952180100,21.952220300,21.952225200,21.952568800,40.200,4.900,0.343600,1,11,same_process,12564
6568,5992,21.952568800,21.952742400,21.952746600,21.952951800,173.600,4.200,0.205200,1,9,same_process,12564
6568,5992,21.952951800,21.953286600,21.953290100,21.953540000,334.800,3.500,0.249900,1,9,same_process,12564
6568,5992,21.953540000,21.953574800,21.953578400,21.953755900,34.800,3.600,0.177500,1,9,same_process,12564
6568,5992,21.953755900,21.953917900,21.953921400,21.954119800,162.000,3.500,0.198400,1,9,same_process,12564
6568,5992,21.954119800,21.954192600,21.954196300,21.954359500,72.800,3.700,0.163200,1,9,same_process,12564
6568,5992,21.954359500,21.954571600,21.954575000,21.954751100,212.100,3.400,0.176100,1,9,same_process,12564
6568,5992,21.954751100,21.955131000,21.955134400,21.955388500,379.900,3.400,0.254100,1,9,same_process,12564
6568,5992,21.955388500,21.955513300,21.955516800,21.955679700,124.800,3.500,0.162900,1,9,same_process,12564
6568,5992,21.955679700,21.956072000,21.956075500,21.956275200,392.300,3.500,0.199700,1,9,same_process,12564
6568,5992,21.956275200,21.956911500,21.956916500,21.957183000,636.300,5.000,0.266500,1,10,same_process,12564
6568,5992,21.957183000,21.957574500,21.957578800,21.957911300,391.500,4.300,0.332500,1,0,same_process,12564
6568,5992,21.957911300,21.958002200,21.958006200,21.958211100,90.900,4.000,0.204900,1,9,same_process,12564
6568,5992,21.958211100,21.958520700,21.958524300,21.958764000,309.600,3.600,0.239700,1,9,same_process,12564
6568,5992,21.958764000,21.958923800,21.958927400,21.959101500,159.800,3.600,0.174100,1,9,same_process,12564
6568,5992,21.959101500,21.959357400,21.959361200,21.959543500,255.900,3.800,0.182300,1,9,same_process,12564
6568,5992,21.959543500,21.959790900,21.959794400,21.959993700,247.400,3.500,0.199300,1,9,same_process,12564
6568,5992,21.959993700,21.960208600,21.960212300,21.960400300,214.900,3.700,0.188000,1,9,same_process,12564
6568,5992,21.960400300,21.960628200,21.960631700,21.960808500,227.900,3.500,0.176800,1,9,same_process,12564
6568,5992,21.960808500,21.960968700,21.960972200,21.961143600,160.200,3.500,0.171400,1,9,same_process,12564
6568,5992,21.961143600,21.961396500,21.961400200,21.961584900,252.900,3.700,0.184700,1,9,same_process,12564
6568,5992,21.961584900,21.962060500,21.962063200,21.962486800,475.600,2.700,0.423600,1,0,same_process,12564
6568,5992,21.962486800,21.962562100,21.962566800,21.963032500,75.300,4.700,0.465700,1,0,same_process,12564
6568,5992,21.963032500,21.963251200,21.963255200,21.963603500,218.700,4.000,0.348300,1,10,same_process,12564
6568,5992,21.963603500,21.964355900,21.964360100,21.964449800,752.400,4.200,0.089700,1,9,same_process,12564
6568,5992,21.964449800,21.964468900,21.964472400,21.964482700,19.100,3.500,0.010300,1,9,same_process,12564
6568,5992,21.964482700,21.964484300,21.964487300,21.964496200,1.600,3.000,0.008900,1,9,same_process,12564
6568,5992,21.964496200,21.964568900,21.964572100,21.964610900,72.700,3.200,0.038800,1,9,same_process,12564
6568,5992,21.964610900,21.964825100,21.964828800,21.964921100,214.200,3.700,0.092300,1,9,same_process,12564
6568,5992,21.964921100,21.965255400,21.965258900,21.965464800,334.300,3.500,0.205900,1,9,same_process,12564
6568,5992,21.965464800,21.974717300,21.974721100,21.975034300,"9,252.500",3.800,0.313200,1,9,idle,0
6568,5992,21.975034300,21.975142000,21.975145800,21.975684200,107.700,3.800,0.538400,1,9,idle,0
6568,5992,21.975684200,21.976691900,21.976696000,21.976924000,"1,007.700",4.100,0.228000,1,9,idle,0
6568,5992,21.976924000,21.976931300,21.976934600,21.976950100,7.300,3.300,0.015500,1,9,same_process,12564
6568,5992,21.976950100,21.977227800,21.977231900,21.977600000,277.700,4.100,0.368100,1,9,same_process,12564
6568,5992,21.977600000,21.979123100,21.979126900,21.979149900,"1,523.100",3.800,0.023000,1,8,idle,0
6568,5992,21.979149900,21.979371600,21.979375900,21.979500500,221.700,4.300,0.124600,1,9,same_process,12564
6568,5992,21.979500500,21.979540100,21.979543700,21.979557400,39.600,3.600,0.013700,1,9,same_process,12564
6568,5992,21.979557400,21.979593500,21.979597000,21.979607900,36.100,3.500,0.010900,1,9,same_process,12564
6568,5992,21.979607900,21.979608100,21.979611500,21.979784600,0.200,3.400,0.173100,1,9,same_process,12564
6568,5992,21.979784600,21.981005800,21.981009200,21.981022700,"1,221.200",3.400,0.013500,1,9,idle,0
6568,5992,21.981022700,21.989932200,21.989936800,21.989950900,"8,909.500",4.600,0.014100,1,14,same_process,12564
6568,5992,21.989950900,21.992481200,21.992485900,21.992558100,"2,530.300",4.700,0.072200,1,9,same_process,12564
6568,5992,21.992558100,21.993203300,21.993207400,21.993516300,645.200,4.100,0.308900,1,9,same_process,12564
6568,5992,21.993516300,21.993615500,21.993619700,21.993934600,99.200,4.200,0.314900,1,9,same_process,12564
6568,5992,21.993934600,21.993992700,21.993996900,21.994124900,58.100,4.200,0.128000,1,9,same_process,4612
6568,5992,21.994124900,21.994601900,21.994605800,21.996653700,477.000,3.900,2.047900,1,9,same_process,12560
6568,5992,21.996653700,21.996820100,21.996824300,21.997023100,166.400,4.200,0.198800,1,9,same_process,12564
6568,5992,21.997023100,21.997267800,21.997271500,21.997490800,244.700,3.700,0.219300,1,9,same_process,12564
6568,5992,21.997490800,21.997637200,21.997640700,21.997810400,146.400,3.500,0.169700,1,9,same_process,12564
6568,5992,21.997810400,21.998201400,21.998205200,21.998398000,391.000,3.800,0.192800,1,9,same_process,12564
6568,5992,21.998398000,21.998763100,21.998766700,21.999010900,365.100,3.600,0.244200,1,9,same_process,12564
6568,5992,21.999010900,21.999229000,21.999232700,21.999440300,218.100,3.700,0.207600,1,9,same_process,12564
6568,5992,21.999440300,21.999623600,21.999627300,21.999832600,183.300,3.700,0.205300,1,9,same_process,12564
6568,5992,21.999832600,22.000139400,22.000143200,22.000390000,306.800,3.800,0.246800,1,9,same_process,12564
6568,5992,22.000390000,22.000585500,22.000590000,22.000846800,195.500,4.500,0.256800,1,4,same_process,12564
6568,5992,22.000846800,22.001035300,22.001039600,22.001292400,188.500,4.300,0.252800,1,4,same_process,12564
6568,5992,22.001292400,22.001489000,22.001493500,22.001776600,196.600,4.500,0.283100,1,14,same_process,12564
6568,5992,22.001776600,22.002001300,22.002005300,22.002204200,224.700,4.000,0.198900,1,9,same_process,12564
6568,5992,22.002204200,22.002422100,22.002425800,22.002601500,217.900,3.700,0.175700,1,9,same_process,12564
6568,5992,22.002601500,22.002757300,22.002760900,22.002930400,155.800,3.600,0.169500,1,9,same_process,12564
6568,5992,22.002930400,22.003184400,22.003188000,22.003369300,254.000,3.600,0.181300,1,9,same_process,12564
6568,5992,22.003369300,22.003837500,22.003841100,22.004074500,468.200,3.600,0.233400,1,9,same_process,12564
6568,5992,22.004074500,22.004503000,22.004506900,22.004805500,428.500,3.900,0.298600,1,9,same_process,12564
6568,5992,22.004805500,22.006005500,22.006011900,22.006516100,"1,200.000",6.400,0.504200,1,11,same_process,12564
6568,5992,22.006516100,22.006525700,22.006530200,22.006540700,9.600,4.500,0.010500,1,9,same_process,12564
6568,5992,22.006540700,22.006542600,22.006545900,22.006554200,1.900,3.300,0.008300,1,9,same_process,12564
6568,5992,22.006554200,22.006636100,22.006639300,22.006677300,81.900,3.200,0.038000,1,9,same_process,12564
6568,5992,22.006677300,22.006880700,22.006884400,22.006982500,203.400,3.700,0.098100,1,9,same_process,12564
6568,5992,22.006982500,22.007340300,22.007343900,22.007531700,357.800,3.600,0.187800,1,9,same_process,12564
6568,5992,22.007531700,22.017615100,22.017618800,22.017957700,"10,083.400",3.700,0.338900,1,12,idle,0
6568,5992,22.017957700,22.018303200,22.018306900,22.018862100,345.500,3.700,0.555200,1,9,idle,0
6568,5992,22.018862100,22.019875400,22.019880200,22.020125800,"1,013.300",4.800,0.245600,1,9,idle,0
6568,5992,22.020125800,22.020139000,22.020143100,22.020153500,13.200,4.100,0.010400,1,9,same_process,12564
6568,5992,22.020153500,22.020156700,22.020160000,22.020168500,3.200,3.300,0.008500,1,9,same_process,12564
6568,5992,22.020168500,22.020289500,22.020292700,22.020301200,121.000,3.200,0.008500,1,9,same_process,12564
6568,5992,22.020301200,22.020618100,22.020622300,22.021316900,316.900,4.200,0.694600,1,9,same_process,12564
6568,5992,22.021316900,22.022543600,22.022547400,22.022559900,"1,226.700",3.800,0.012500,1,9,same_process,12560
6568,5992,22.022559900,22.022761200,22.022765000,22.022867500,201.300,3.800,0.102500,1,9,same_process,12564
6568,5992,22.022867500,22.022883100,22.022886400,22.023052300,15.600,3.300,0.165900,1,9,same_process,12564
6568,5992,22.023052300,22.023559900,22.023563900,22.023581900,507.600,4.000,0.018000,1,9,external,3608
6568,5992,22.023581900,22.023590400,22.023593300,22.023605700,8.500,2.900,0.012400,1,9,same_process,12564
6568,5992,22.023605700,22.027315500,22.027318500,22.027399100,"3,709.800",3.000,0.080600,1,9,same_process,4612
6568,5992,22.027399100,22.027804900,22.027808700,22.027965300,405.800,3.800,0.156600,1,9,idle,0
6568,5992,22.027965300,22.035314000,22.035319100,22.035400800,"7,348.700",5.100,0.081700,1,9,same_process,12564
6568,5992,22.035400800,22.036026900,22.036031600,22.036377200,626.100,4.700,0.345600,1,9,same_process,12564
6568,5992,22.036377200,22.036547600,22.036552000,22.036871700,170.400,4.400,0.319700,1,9,same_process,12564
6568,5992,22.036871700,22.036971700,22.036976000,22.037312700,100.000,4.300,0.336700,1,9,same_process,12564
6568,5992,22.037312700,22.037420000,22.037425200,22.037814100,107.300,5.200,0.388900,1,11,same_process,12564
6568,5992,22.037814100,22.037942700,22.037946900,22.038140400,128.600,4.200,0.193500,1,9,same_process,12564
6568,5992,22.038140400,22.038466400,22.038470000,22.038717100,326.000,3.600,0.247100,1,9,same_process,12564
6568,5992,22.038717100,22.038752100,22.038755600,22.038932300,35.000,3.500,0.176700,1,9,same_process,12564
6568,5992,22.038932300,22.039095700,22.039099300,22.039307300,163.400,3.600,0.208000,1,9,same_process,12564
6568,5992,22.039307300,22.039405000,22.039408600,22.039570400,97.700,3.600,0.161800,1,9,same_process,12564
6568,5992,22.039570400,22.039913900,22.039917700,22.040117300,343.500,3.800,0.199600,1,9,same_process,12564
6568,5992,22.040117300,22.040456400,22.040459900,22.040717400,339.100,3.500,0.257500,1,9,same_process,12564
6568,5992,22.040717400,22.040761500,22.040765100,22.040900900,44.100,3.600,0.135800,1,9,same_process,12564
6568,5992,22.040900900,22.041289500,22.041293000,22.041483300,388.600,3.500,0.190300,1,9,same_process,12564
6568,5992,22.041483300,22.041842200,22.041845600,22.042085300,358.900,3.400,0.239700,1,9,same_process,12564
6568,5992,22.042085300,22.042299100,22.042302700,22.042523900,213.800,3.600,0.221200,1,9,same_process,12564
6568,5992,22.042523900,22.042719600,22.042723300,22.042920200,195.700,3.700,0.196900,1,9,same_process,12564
6568,5992,22.042920200,22.043219800,22.043223500,22.043477700,299.600,3.700,0.254200,1,9,same_process,12564
6568,5992,22.043477700,22.043632300,22.043636900,22.043952500,154.600,4.600,0.315600,1,11,same_process,12564
6568,5992,22.043952500,22.043970900,22.043974000,22.043983400,18.400,3.100,0.009400,1,9,same_process,4612
6568,5992,22.043983400,22.044281900,22.044286300,22.044474000,298.500,4.400,0.187700,1,9,same_process,12564
6568,5992,22.044474000,22.044730400,22.044734100,22.044925900,256.400,3.700,0.191800,1,9,same_process,12564
6568,5992,22.044925900,22.045164700,22.045168500,22.045361300,238.800,3.800,0.192800,1,9,same_process,12564
6568,5992,22.045361300,22.045576500,22.045580000,22.045746900,215.200,3.500,0.166900,1,9,same_process,12564
6568,5992,22.045746900,22.045943500,22.045947300,22.046113500,196.600,3.800,0.166200,1,9,same_process,12564
6568,5992,22.046113500,22.046373500,22.046377100,22.046572200,260.000,3.600,0.195100,1,9,same_process,12564
6568,5992,22.046572200,22.047026600,22.047030600,22.047265400,454.400,4.000,0.234800,1,9,same_process,12564
6568,5992,22.047265400,22.047590400,22.047596100,22.048162700,325.000,5.700,0.566600,1,11,same_process,12564
6568,5992,22.048162700,22.049385400,22.049389600,22.049713900,"1,222.700",4.200,0.324300,1,9,same_process,12564
6568,5992,22.049713900,22.049734200,22.049738400,22.049750300,20.300,4.200,0.011900,1,9,same_process,12564
6568,5992,22.049750300,22.049750200,22.049753500,22.049763800,0.000,3.300,0.010300,1,9,same_process,12564
6568,5992,22.049763800,22.049838700,22.049842600,22.049884500,74.900,3.900,0.041900,1,9,same_process,12564
6568,5992,22.049884500,22.050169600,22.050174000,22.050335300,285.100,4.400,0.161300,1,9,same_process,12564
6568,5992,22.050335300,22.050731800,22.050735900,22.050956300,396.500,4.100,0.220400,1,9,same_process,12564
6568,5992,22.050956300,22.060193600,22.060197500,22.060510200,"9,237.300",3.900,0.312700,1,10,idle,0
6568,5992,22.060510200,22.060966400,22.060970100,22.061613500,456.200,3.700,0.643400,1,9,idle,0
6568,5992,22.061613500,22.062588900,22.062593100,22.062830000,975.400,4.200,0.236900,1,9,idle,0
