run_id,source_commit,source_tree,executable_sha256,requested_gpu_uuid,actual_gpu_uuid,actual_gpu_name,presentation_mode,gl_vendor,gl_renderer,client_width,client_height,screenshot_sha256,sampled_pixels,nonblack_pixels,nonblack_ratio,graceful_exit,remaining_xemu_count,result
pr76-focused-r2-amd,c40375db7fc274dc097eae71c72d3ee6460dcce8,001ffaca2bc407d25c1519c4805a3765f899896f,4cacd9ddd20a6255fd845e871acf5c7cc04df777af10d35d0fcb4c0dcbbb8a46,00000000350000000000000000000000,00000000350000000000000000000000,AMD Radeon(TM) Graphics,host_copy,NVIDIA Corporation,NVIDIA GeForce RTX 3070 Ti Laptop GPU/PCIe/SSE2,1280,960,a4b17739db0b129721d070ba2e10be98d20689fb15bfaccc66aa0e38d426db4c,12288,2804,0.22819010416666666,True,0,PASS
pr76-focused-r2-nvidia,c40375db7fc274dc097eae71c72d3ee6460dcce8,001ffaca2bc407d25c1519c4805a3765f899896f,4cacd9ddd20a6255fd845e871acf5c7cc04df777af10d35d0fcb4c0dcbbb8a46,06af030bb691ba528d6e537f143ca591,06af030bb691ba528d6e537f143ca591,NVIDIA GeForce RTX 3070 Ti Laptop GPU,shared,NVIDIA Corporation,NVIDIA GeForce RTX 3070 Ti Laptop GPU/PCIe/SSE2,1280,960,8fa5a987b61f14142fb4e18e40f0a71884111674cf44f579ca0f9245d881a8f6,12288,2804,0.22819010416666666,True,0,PASS
