gpu,test_id,kind,outcome,iterations,sample_count,guest_average_us,guest_median_us,framebuffer_fnv1a64
amd,primitive_type.triangle_strip.fixed_function,leaf,PASS,10,10,614,593.0,ee7f6eeeb2263031
amd,primitive_type.triangle_strip.vertex_shader,leaf,PASS,10,10,623,601.0,ee7f6eeeb2263031
amd,primitive_type.triangles.fixed_function,leaf,PASS,10,10,1746,1676.5,a53b3ecbc7019828
amd,primitive_type.triangles.vertex_shader,leaf,PASS,10,10,1699,1674.0,a53b3ecbc7019828
amd,report_query.clear_boundary,leaf,PASS,4,4,703,521.5,b5eb7c4b9c8da325
amd,report_query.dma_descriptor_rewrite,leaf,PASS,1,1,2202,2202,c0c0fdbececda325
amd,report_query.dma_range_guard,leaf,FAIL,1,1,12029222,12029222,3f648ce11a4da325
amd,report_query.dma_target_switch,leaf,PASS,4,4,622,531.0,4c4bd8cd440da325
amd,report_query.fifo_producer_ordering,leaf,PASS,4,4,918,772.5,0d907c24a88da325
amd,report_query.multiple_boundaries,leaf,PASS,4,4,643,489.5,0c966fc9ba4da325
amd,report_query.single_boundary,leaf,PASS,4,4,643,481.0,60e674c9fecda325
amd,report_query.zero_query,leaf,PASS,4,4,492,351.5,23875dfeb40da325
amd,surface.basic,leaf,PASS,10,10,66466,44427.5,13a4727b261b7156
amd,surface.cpu_read_after_gpu_write,leaf,PASS,20,20,538,424.5,76ea18af98322325
amd,surface.cpu_read_clean_surface,leaf,PASS,100,100,60,57.0,d3267b427820a325
amd,surface.framebuffer_working_set_002,leaf,PASS,20,20,1854,1706.5,cb732f2ae5736b2d
amd,surface.framebuffer_working_set_008,leaf,PASS,20,20,2089,1947.0,7ffda0d97cce712d
amd,surface.framebuffer_working_set_032,leaf,PASS,20,20,2090,2210.0,2baad45ae0ed71a5
amd,surface.framebuffer_working_set_064,leaf,PASS,20,20,2268,2257.5,2baad45ae0ed71a5
amd,surface.full_clear_elision_guard,leaf,PASS,100,100,1090,1028.5,7ce7e76e9e532c35
amd,surface.overlapping_surface_churn_representative,leaf,PASS,100,100,2047,2015.0,7a8c35cdc9c70725
amd,surface.overlapping_surface_churn_stress,leaf,PASS,10,10,40545,40440.0,7a8c35cdc9c70725
amd,surface.partial_channel_clear_guard,leaf,PASS,100,100,1092,1068.5,b52bc22d6eedd725
amd,surface.surface_download_path,leaf,PASS,10,10,40029,35093.5,3a281ef8b6b324c2
amd,surface.surface_list_lookup_002,leaf,PASS,20,20,1987,1849.0,5ff581688adbec5d
amd,surface.surface_list_lookup_008,leaf,PASS,20,20,1854,1788.5,11b6fb6aa7934e55
amd,surface.surface_list_lookup_032,leaf,PASS,20,20,1925,1770.5,8cdf93e7e3e6ce25
amd,surface.surface_list_lookup_128,leaf,PASS,20,20,2191,2001.5,8cdf93e7e3e6ce25
amd,surface.vulkan_memory_pressure.representative.growth,leaf,PASS,4,4,37773,28476.5,f9a075fd11590b25
amd,surface.vulkan_memory_pressure.representative.plateau,leaf,PASS,4,4,28551,28384.5,e6d4dfa87247c325
amd,surface.vulkan_memory_pressure.representative.alias_resize,leaf,PASS,4,4,32262,28608.0,7ecdf9b767317b25
amd,surface.vulkan_memory_pressure.representative.reuse,leaf,PASS,4,4,30493,27989.0,abb8d75cba9e5325
amd,surface.vulkan_memory_pressure.representative.idle_retention,leaf,PASS,4,4,670,595.5,97b495c110bcec25
amd,surface.vulkan_memory_pressure.representative,group,PASS,0,0,0,,7e188dabb186cb25
amd,surface.vulkan_memory_pressure.stress.growth,leaf,PASS,4,4,137161,114981.0,d02a49c96a2f9f25
amd,surface.vulkan_memory_pressure.stress.plateau,leaf,PASS,4,4,116321,116379.0,5da0c7b2ae7d4325
amd,surface.vulkan_memory_pressure.stress.alias_resize,leaf,PASS,4,4,128597,117113.5,7a0f087e668f1f25
amd,surface.vulkan_memory_pressure.stress.reuse,leaf,PASS,4,4,123748,115605.5,13042ed722307725
amd,surface.vulkan_memory_pressure.stress.idle_retention,leaf,PASS,4,4,997,565.5,f27ed34c98927125
amd,surface.vulkan_memory_pressure.stress,group,PASS,0,0,0,,7e188dabb186cb25
amd,tiny_draw.arrays.fixed_function,leaf,PASS,10,10,22964,21173.0,acf025546cf667b5
amd,tiny_draw.arrays.vertex_shader,leaf,PASS,10,10,22659,20970.0,acf025546cf667b5
amd,tiny_draw.inline_arrays.fixed_function,leaf,PASS,10,10,34246,34223.5,acf025546cf667b5
amd,tiny_draw.inline_arrays.vertex_shader,leaf,PASS,10,10,36106,36462.5,acf025546cf667b5
amd,tiny_draw.inline_buffers.fixed_function,leaf,PASS,10,10,45400,45290.0,acf025546cf667b5
amd,tiny_draw.inline_buffers.vertex_shader,leaf,PASS,10,10,47861,45966.5,acf025546cf667b5
amd,tiny_draw.inline_elements.fixed_function,leaf,PASS,10,10,21305,21043.0,acf025546cf667b5
amd,tiny_draw.inline_elements.vertex_shader,leaf,PASS,10,10,21125,20889.5,acf025546cf667b5
amd,uniform_thrash.uniform_thrash,leaf,PASS,10,10,4953,1516.0,ad445c59f8b11925
amd,vertex_buffer_allocation.mixed.arrays,leaf,PASS,10,10,23200,22934.5,377e6c029807f325
amd,vertex_buffer_allocation.mixed.inline_arrays,leaf,PASS,10,10,132763,130578.5,377e6c029807f325
amd,vertex_buffer_allocation.mixed.inline_buffers,leaf,PASS,10,10,573582,571439.0,377e6c029807f325
amd,vertex_buffer_allocation.mixed.inline_elements,leaf,PASS,10,10,35964,35973.5,377e6c029807f325
amd,vertex_buffer_allocation.tiny.arrays,leaf,PASS,10,10,84219,84876.5,377e6c029807f325
amd,vertex_buffer_allocation.tiny.inline_arrays,leaf,PASS,10,10,46667,48967.5,377e6c029807f325
amd,vertex_buffer_allocation.tiny.inline_buffers,leaf,PASS,10,10,41848,39400.0,377e6c029807f325
amd,vertex_buffer_allocation.tiny.inline_elements,leaf,PASS,10,10,54041,54574.5,377e6c029807f325
amd,vertex_buffer_allocation.rising_transient_growth,leaf,PASS,1,1,675841,675841,377e6c029807f325
amd,vertex_buffer_allocation.disjoint_same_page,leaf,PASS,10,10,43812,42745.5,fdcd25a37910bb25
