renderer,test_id,kind,baseline_outcome,main_outcome,pr85_outcome,parent_outcome,candidate_outcome,candidate_vs_baseline,pr85_vs_main,parent_vs_pr85,candidate_vs_parent,raw_direction,baseline_median_us,main_median_us,pr85_median_us,parent_median_us,candidate_median_us,improvement_parent_vs_pr85_pct,improvement_pr85_vs_main_pct,improvement_vs_baseline_pct,improvement_vs_parent_pct,baseline_hash,main_hash,pr85_hash,parent_hash,candidate_hash
vulkan,high_vertex_count.inline_buffers,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,238302,240948,238273,246296,+1.11,-1.11,,-3.37,,a27c67890c2d9083,a27c67890c2d9083,a27c67890c2d9083,a27c67890c2d9083
vulkan,high_vertex_count.inline_elements,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,4001,4046,4026,4111,+0.49,-1.12,,-2.11,,a27c67890c2d9083,a27c67890c2d9083,a27c67890c2d9083,a27c67890c2d9083
vulkan,pfifo_array_elements.array_element16,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,598,618,573,580,+7.28,-3.34,,-1.22,,9c884de2a5d32325,9c884de2a5d32325,9c884de2a5d32325,9c884de2a5d32325
vulkan,pfifo_array_elements.array_element32,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,1005,1038,1008,1043,+2.89,-3.28,,-3.47,,e079f0cf1a994325,e079f0cf1a994325,e079f0cf1a994325,e079f0cf1a994325
vulkan,pfifo_array_elements.array_element_pgr2,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,481,480,466,493,+2.92,+0.21,,-5.79,,bbc8b0702ffd0325,bbc8b0702ffd0325,bbc8b0702ffd0325,bbc8b0702ffd0325
vulkan,pfifo_packet_boundary.array_element16_overflow,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,15768,15930,15897,16529,+0.21,-1.03,,-3.98,,4d1756526f052325,4d1756526f052325,4d1756526f052325,4d1756526f052325
vulkan,pfifo_packet_boundary.array_element32_overflow,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,30852,31432,31138,32249,+0.94,-1.88,,-3.57,,6eb7071be692a325,6eb7071be692a325,6eb7071be692a325,6eb7071be692a325
vulkan,pfifo_packet_boundary.incrementing_inline_fallback,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,106,115,108,108,+6.09,-8.49,,+0.00,,640439ee8ecd2325,640439ee8ecd2325,640439ee8ecd2325,640439ee8ecd2325
vulkan,pfifo_packet_boundary.inline_array_overflow,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,30681,31458,32458,31607,-3.18,-2.53,,+2.62,,847da1930526a325,847da1930526a325,847da1930526a325,847da1930526a325
vulkan,pipeline_texture_switch.clear_texture_normal,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,28268,28035,29726,29734,-6.03,+0.82,,-0.03,,22ba4f1405cda325,22ba4f1405cda325,22ba4f1405cda325,22ba4f1405cda325
vulkan,pipeline_texture_switch.palette_dma_remap,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,20386,22585,59056,57815,-161.48,-10.79,,+2.10,,fbf687de65082325,fbf687de65082325,fbf687de65082325,fbf687de65082325
vulkan,pipeline_texture_switch.palette_only_update,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,21228,21062,28074,28318,-33.29,+0.78,,-0.87,,467aab2f95cda325,467aab2f95cda325,467aab2f95cda325,467aab2f95cda325
vulkan,pipeline_texture_switch.sampler_only_identity,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,21423,21593,22301,22551,-3.28,-0.79,,-1.12,,0b8438c8404da325,0b8438c8404da325,0b8438c8404da325,0b8438c8404da325
vulkan,pipeline_texture_switch.shader_negative_control,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,18607,18951,20322,21010,-7.23,-1.85,,-3.39,,f110c8bd6338c325,f110c8bd6338c325,f110c8bd6338c325,f110c8bd6338c325
vulkan,pipeline_texture_switch.shared_page_overlap,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,18193,18579,19032,18678,-2.44,-2.12,,+1.86,,83bb59a8648da325,83bb59a8648da325,83bb59a8648da325,83bb59a8648da325
vulkan,pipeline_texture_switch.texture_dma_remap,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,23263,22817,35940,35354,-57.51,+1.92,,+1.63,,fbf687de65082325,fbf687de65082325,fbf687de65082325,fbf687de65082325
vulkan,pipeline_texture_switch.texture_switch,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,17697,17841,18259,18923,-2.34,-0.81,,-3.64,,8ae05d31fb00c325,8ae05d31fb00c325,8ae05d31fb00c325,8ae05d31fb00c325
vulkan,primitive_type.line_loop.fixed_function,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,668,676,684,687,-1.18,-1.20,,-0.44,,f2158581ac6e3919,f2158581ac6e3919,f2158581ac6e3919,f2158581ac6e3919
vulkan,primitive_type.line_loop.vertex_shader,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,673,684,679,602,+0.73,-1.63,,+11.34,,f2158581ac6e3919,f2158581ac6e3919,f2158581ac6e3919,f2158581ac6e3919
vulkan,primitive_type.line_strip.fixed_function,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,669,687,674,656,+1.89,-2.69,,+2.67,,f2158581ac6e3919,f2158581ac6e3919,f2158581ac6e3919,f2158581ac6e3919
vulkan,primitive_type.line_strip.vertex_shader,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,676,703,675,678,+3.98,-3.99,,-0.44,,f2158581ac6e3919,f2158581ac6e3919,f2158581ac6e3919,f2158581ac6e3919
vulkan,primitive_type.lines.fixed_function,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,1266,1303,1305,1295,-0.15,-2.92,,+0.77,,1766a7f93aa72a14,1766a7f93aa72a14,1766a7f93aa72a14,1766a7f93aa72a14
vulkan,primitive_type.lines.vertex_shader,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,1265,1319,1291,1308,+2.12,-4.27,,-1.32,,1766a7f93aa72a14,1766a7f93aa72a14,1766a7f93aa72a14,1766a7f93aa72a14
vulkan,primitive_type.points.fixed_function,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,664,698,690,703,+1.15,-5.12,,-1.88,,5b296619f665c070,5b296619f665c070,5b296619f665c070,5b296619f665c070
vulkan,primitive_type.points.vertex_shader,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,667,692,679,703,+1.88,-3.75,,-3.53,,5b296619f665c070,5b296619f665c070,5b296619f665c070,5b296619f665c070
vulkan,primitive_type.polygon.fixed_function,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,681,677,685,663,-1.18,+0.59,,+3.21,,2c4beaa06aba1000,2c4beaa06aba1000,2c4beaa06aba1000,2c4beaa06aba1000
vulkan,primitive_type.polygon.vertex_shader,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,677,679,675,678,+0.59,-0.30,,-0.44,,2c4beaa06aba1000,2c4beaa06aba1000,2c4beaa06aba1000,2c4beaa06aba1000
vulkan,primitive_type.quad_strip.fixed_function,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,1260,1308,1299,1311,+0.69,-3.81,,-0.92,,f64b4495347cec73,f64b4495347cec73,f64b4495347cec73,f64b4495347cec73
vulkan,primitive_type.quad_strip.vertex_shader,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,1266,1286,1285,1305,+0.08,-1.58,,-1.56,,f64b4495347cec73,f64b4495347cec73,f64b4495347cec73,f64b4495347cec73
vulkan,primitive_type.quads.fixed_function,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,2496,2541,2536,2589,+0.20,-1.80,,-2.09,,114a1419338256e5,114a1419338256e5,114a1419338256e5,114a1419338256e5
vulkan,primitive_type.quads.vertex_shader,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,2496,2564,2561,2584,+0.12,-2.72,,-0.90,,114a1419338256e5,114a1419338256e5,114a1419338256e5,114a1419338256e5
vulkan,primitive_type.triangle_fan.fixed_function,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,678,691,679,681,+1.74,-1.92,,-0.29,,36644f0fd11db166,36644f0fd11db166,36644f0fd11db166,36644f0fd11db166
vulkan,primitive_type.triangle_fan.vertex_shader,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,712,677,665,681,+1.77,+4.92,,-2.41,,36644f0fd11db166,36644f0fd11db166,36644f0fd11db166,36644f0fd11db166
vulkan,primitive_type.triangle_strip.fixed_function,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,669,685,665,659,+2.92,-2.39,,+0.90,,d7b289579fdaa1ab,d7b289579fdaa1ab,d7b289579fdaa1ab,d7b289579fdaa1ab
vulkan,primitive_type.triangle_strip.vertex_shader,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,686,690,673,673,+2.46,-0.58,,+0.00,,d7b289579fdaa1ab,d7b289579fdaa1ab,d7b289579fdaa1ab,d7b289579fdaa1ab
vulkan,primitive_type.triangles.fixed_function,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,1875,1912,1955,1908,-2.25,-1.97,,+2.40,,72f05baf369ceb60,72f05baf369ceb60,72f05baf369ceb60,72f05baf369ceb60
vulkan,primitive_type.triangles.vertex_shader,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,1858,1915,1905,1923,+0.52,-3.07,,-0.94,,72f05baf369ceb60,72f05baf369ceb60,72f05baf369ceb60,72f05baf369ceb60
vulkan,report_query.clear_boundary,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,1500,1559,1580,1696,-1.35,-3.93,,-7.34,,b5eb7c4b9c8da325,b5eb7c4b9c8da325,b5eb7c4b9c8da325,b5eb7c4b9c8da325
vulkan,report_query.dma_descriptor_rewrite,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,8098,20093,9069,5908,+54.86,-148.12,,+34.86,,c0c0fdbececda325,c0c0fdbececda325,c0c0fdbececda325,c0c0fdbececda325
vulkan,report_query.dma_range_guard,leaf,,FAIL,FAIL,FAIL,FAIL,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,,,12128167,12030380,12300239,12082242,,,,,,3f648ce11a4da325,3f648ce11a4da325,3f648ce11a4da325,3f648ce11a4da325
vulkan,report_query.dma_target_switch,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,1436,1637,1604,1269,+2.02,-14.00,,+20.89,,4c4bd8cd440da325,4c4bd8cd440da325,4c4bd8cd440da325,4c4bd8cd440da325
vulkan,report_query.fifo_producer_ordering,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,2153,2540,2468,2395,+2.83,-17.97,,+2.96,,0d907c24a88da325,0d907c24a88da325,0d907c24a88da325,0d907c24a88da325
vulkan,report_query.multiple_boundaries,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,1212,1225,1178,1367,+3.84,-1.07,,-16.04,,0c966fc9ba4da325,0c966fc9ba4da325,0c966fc9ba4da325,0c966fc9ba4da325
vulkan,report_query.single_boundary,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,1218,1196,1123,1183,+6.10,+1.81,,-5.34,,60e674c9fecda325,60e674c9fecda325,60e674c9fecda325,60e674c9fecda325
vulkan,report_query.zero_query,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,1105,1174,1074,1186,+8.52,-6.24,,-10.43,,23875dfeb40da325,23875dfeb40da325,23875dfeb40da325,23875dfeb40da325
vulkan,surface.basic,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,35276,36918,35956,37349,+2.61,-4.65,,-3.87,,5a719d88d8221fb2,5a719d88d8221fb2,5a719d88d8221fb2,5a719d88d8221fb2
vulkan,surface.cpu_read_after_gpu_write,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,1847,1854,1577,1953,+14.94,-0.38,,-23.84,,76ea18af98322325,76ea18af98322325,76ea18af98322325,76ea18af98322325
vulkan,surface.cpu_read_clean_surface,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,57,57,58,58,-1.75,+0.00,,+0.00,,d3267b427820a325,d3267b427820a325,d3267b427820a325,d3267b427820a325
vulkan,surface.framebuffer_working_set_002,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,2070,2200,2055,2027,+6.59,-6.28,,+1.36,,9f3b0609a42777d5,9f3b0609a42777d5,9f3b0609a42777d5,9f3b0609a42777d5
vulkan,surface.framebuffer_working_set_008,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,2158,2280,2079,1900,+8.82,-5.65,,+8.61,,64cbf95dec8f59e5,64cbf95dec8f59e5,64cbf95dec8f59e5,64cbf95dec8f59e5
vulkan,surface.framebuffer_working_set_032,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,2206,2140,2037,1932,+4.81,+2.99,,+5.15,,a6116feb11a28c25,a6116feb11a28c25,a6116feb11a28c25,a6116feb11a28c25
vulkan,surface.framebuffer_working_set_064,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,2102,2411,2540,2076,-5.35,-14.70,,+18.27,,a6116feb11a28c25,a6116feb11a28c25,a6116feb11a28c25,a6116feb11a28c25
vulkan,surface.full_clear_elision_guard,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,2927,2621,3047,2984,-16.25,+10.45,,+2.07,,4f05ccd43f43d495,4f05ccd43f43d495,4f05ccd43f43d495,4f05ccd43f43d495
vulkan,surface.overlapping_surface_churn_representative,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,2942,2856,2896,2926,-1.40,+2.92,,-1.04,,caf66d4bf5691525,caf66d4bf5691525,caf66d4bf5691525,caf66d4bf5691525
vulkan,surface.overlapping_surface_churn_stress,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,46066,45390,43274,43107,+4.66,+1.47,,+0.39,,caf66d4bf5691525,caf66d4bf5691525,caf66d4bf5691525,caf66d4bf5691525
vulkan,surface.partial_channel_clear_guard,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,1920,1822,1825,1869,-0.16,+5.10,,-2.41,,eb2cb498aa73af25,eb2cb498aa73af25,eb2cb498aa73af25,eb2cb498aa73af25
vulkan,surface.surface_download_path,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,32035,32164,32270,31490,-0.33,-0.40,,+2.42,,2b0e8aac0f8838e8,2b0e8aac0f8838e8,2b0e8aac0f8838e8,2b0e8aac0f8838e8
vulkan,surface.surface_list_lookup_002,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,1644,1676,1646,1500,+1.79,-1.95,,+8.87,,dce4c9394e7a3f35,dce4c9394e7a3f35,dce4c9394e7a3f35,dce4c9394e7a3f35
vulkan,surface.surface_list_lookup_008,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,1661,1764,1614,1519,+8.50,-6.20,,+5.89,,bf1fe5b8fe78a94d,bf1fe5b8fe78a94d,bf1fe5b8fe78a94d,bf1fe5b8fe78a94d
vulkan,surface.surface_list_lookup_032,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,1730,1717,1655,1642,+3.61,+0.75,,+0.79,,c6275b91195a5325,c6275b91195a5325,c6275b91195a5325,c6275b91195a5325
vulkan,surface.surface_list_lookup_128,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,1872,1869,1849,1724,+1.07,+0.16,,+6.76,,c6275b91195a5325,c6275b91195a5325,c6275b91195a5325,c6275b91195a5325
vulkan,surface.vulkan_memory_pressure.representative,group,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,,,,,,,,,,,,7e188dabb186cb25,7e188dabb186cb25,7e188dabb186cb25,7e188dabb186cb25
vulkan,surface.vulkan_memory_pressure.representative.alias_resize,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,27840,27322,29547,27422,-8.14,+1.86,,+7.19,,0c26236493b4d325,0c26236493b4d325,0c26236493b4d325,0c26236493b4d325
vulkan,surface.vulkan_memory_pressure.representative.growth,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,27202,27470,28584,26830,-4.06,-0.99,,+6.14,,c1b304b452852b25,c1b304b452852b25,c1b304b452852b25,c1b304b452852b25
vulkan,surface.vulkan_memory_pressure.representative.idle_retention,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,604,642,605,603,+5.76,-6.29,,+0.33,,3a8651789ea0fa25,3a8651789ea0fa25,3a8651789ea0fa25,3a8651789ea0fa25
vulkan,surface.vulkan_memory_pressure.representative.plateau,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,26653,26781,28432,26723,-6.16,-0.48,,+6.01,,730005d86af45b25,730005d86af45b25,730005d86af45b25,730005d86af45b25
vulkan,surface.vulkan_memory_pressure.representative.reuse,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,26270,27419,28958,26653,-5.61,-4.37,,+7.96,,3ba0d18066aacb25,3ba0d18066aacb25,3ba0d18066aacb25,3ba0d18066aacb25
vulkan,surface.vulkan_memory_pressure.stress,group,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,,,,,,,,,,,,7e188dabb186cb25,7e188dabb186cb25,7e188dabb186cb25,7e188dabb186cb25
vulkan,surface.vulkan_memory_pressure.stress.alias_resize,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,123865,127056,123811,124242,+2.55,-2.58,,-0.35,,84a8d75f1f9d1b25,84a8d75f1f9d1b25,84a8d75f1f9d1b25,84a8d75f1f9d1b25
vulkan,surface.vulkan_memory_pressure.stress.growth,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,114965,118507,116816,115950,+1.43,-3.08,,+0.74,,94cdb4bddb0e4b25,94cdb4bddb0e4b25,94cdb4bddb0e4b25,94cdb4bddb0e4b25
vulkan,surface.vulkan_memory_pressure.stress.idle_retention,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,598,595,591,615,+0.67,+0.50,,-4.06,,430711a262877725,430711a262877725,430711a262877725,430711a262877725
vulkan,surface.vulkan_memory_pressure.stress.plateau,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,117393,121443,117557,118483,+3.20,-3.45,,-0.79,,196f33989be28325,196f33989be28325,196f33989be28325,196f33989be28325
vulkan,surface.vulkan_memory_pressure.stress.reuse,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,125993,125879,127354,125095,-1.17,+0.09,,+1.77,,fb2a6abd1cbfc725,fb2a6abd1cbfc725,fb2a6abd1cbfc725,fb2a6abd1cbfc725
