renderer,id,kind,outcome,iterations,average_us,median_us,p95_us,framebuffer_fnv1a64
vulkan,surface.vulkan_memory_pressure.stress.alias_resize,leaf,PASS,4,,,,84a8d75f1f9d1b25
vulkan,surface.vulkan_memory_pressure.stress.reuse,leaf,PASS,4,,,,fb2a6abd1cbfc725
vulkan,surface.vulkan_memory_pressure.stress.idle_retention,leaf,PASS,4,,,,430711a262877725
vulkan,surface.vulkan_memory_pressure.stress,group,PASS,0,,,,7e188dabb186cb25
vulkan,tiny_draw.arrays.fixed_function,leaf,PASS,10,,,,acf025546cf667b5
vulkan,tiny_draw.arrays.vertex_shader,leaf,PASS,10,,,,acf025546cf667b5
vulkan,tiny_draw.inline_arrays.fixed_function,leaf,PASS,10,,,,acf025546cf667b5
vulkan,tiny_draw.inline_arrays.vertex_shader,leaf,PASS,10,,,,acf025546cf667b5
vulkan,tiny_draw.inline_buffers.fixed_function,leaf,PASS,10,,,,acf025546cf667b5
vulkan,tiny_draw.inline_buffers.vertex_shader,leaf,PASS,10,,,,acf025546cf667b5
vulkan,tiny_draw.inline_elements.fixed_function,leaf,PASS,10,,,,acf025546cf667b5
vulkan,tiny_draw.inline_elements.vertex_shader,leaf,PASS,10,,,,acf025546cf667b5
vulkan,uniform_thrash.uniform_thrash,leaf,PASS,10,,,,09eb5907ef624c25
vulkan,vertex_buffer_allocation.mixed.arrays,leaf,PASS,10,,,,377e6c029807f325
vulkan,vertex_buffer_allocation.mixed.inline_arrays,leaf,PASS,10,,,,377e6c029807f325
vulkan,vertex_buffer_allocation.mixed.inline_buffers,leaf,PASS,10,,,,377e6c029807f325
vulkan,vertex_buffer_allocation.mixed.inline_elements,leaf,PASS,10,,,,377e6c029807f325
vulkan,vertex_buffer_allocation.tiny.arrays,leaf,PASS,10,,,,377e6c029807f325
vulkan,vertex_buffer_allocation.tiny.inline_arrays,leaf,PASS,10,,,,377e6c029807f325
vulkan,vertex_buffer_allocation.tiny.inline_buffers,leaf,PASS,10,,,,377e6c029807f325
vulkan,vertex_buffer_allocation.tiny.inline_elements,leaf,PASS,10,,,,377e6c029807f325
vulkan,vertex_buffer_allocation.rising_transient_growth,leaf,PASS,1,,,,377e6c029807f325
vulkan,vertex_buffer_allocation.disjoint_same_page,leaf,PASS,10,,,,fdcd25a37910bb25
